"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
49379,2017,"1188770",45,"Syria Humanitarian Response Plan 2017","Water Sanitation Hygiene","4319","International NGOs (Confidential)","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49808,2017,"2027222",45,"Syria Humanitarian Response Plan 2017","Health","4319","International NGOs (Confidential)","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49827,2017,"4832000",45,"Syria Humanitarian Response Plan 2017","Health","4319","International NGOs (Confidential)","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
49785,2017,"17648668",45,"Syria Humanitarian Response Plan 2017","Health","4319","International NGOs (Confidential)","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
49824,2017,"6063570",45,"Syria Humanitarian Response Plan 2017","Health","4319","International NGOs (Confidential)","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50351,2017,"31800000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4305","Mercy Corps","Custom Location","Lebanon"
50351,2017,"31800000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4305","Mercy Corps","Gender Marker","3-Not specified"
50465,2017,"4950000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","744","Oxfam","Custom Location","Lebanon"
50465,2017,"4950000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","744","Oxfam","Gender Marker","3-Not specified"
50352,2017,"3514728",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4305","Mercy Corps","Gender Marker","3-Not specified"
50352,2017,"3514728",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4305","Mercy Corps","Custom Location","Jordan"
50739,2017,"27020000",1106,"Iraq 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","High"
50739,2017,"27020000",1106,"Iraq 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Subset Of Plan","A. First-Line Response"
50739,2017,"27020000",1106,"Iraq 2017","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
50366,2017,"2784000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3369","Plan International","Custom Location","Jordan"
50366,2017,"2784000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3369","Plan International","Gender Marker","3-Not specified"
50965,2017,"401251",1106,"Iraq 2017","Water Sanitation Hygiene","1850","World Vision International","Project Priority","High"
50965,2017,"401251",1106,"Iraq 2017","Water Sanitation Hygiene","1850","World Vision International","Subset Of Plan","B. Second-Line Response"
50965,2017,"401251",1106,"Iraq 2017","Water Sanitation Hygiene","1850","World Vision International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48205,2017,"2237699",1140,"occupied Palestinian territory 2017","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just West Bank"
48205,2017,"2237699",1140,"occupied Palestinian territory 2017","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Top"
48205,2017,"2237699",1140,"occupied Palestinian territory 2017","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49183,2017,"1831878",424,"Republic of South Sudan 2017","Nutrition","1504","Concern Worldwide","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48685,2017,"810525",552,"Somalia 2017","Water Sanitation Hygiene","2716","Polish Humanitarian Action","Project Grouping 1","Water, Sanitation and Hygiene"
48685,2017,"810525",552,"Somalia 2017","Water Sanitation Hygiene","2716","Polish Humanitarian Action","Project Grouping 2","A - High"
48685,2017,"810525",552,"Somalia 2017","Water Sanitation Hygiene","2716","Polish Humanitarian Action","Custom Location","South Central"
48685,2017,"810525",552,"Somalia 2017","Water Sanitation Hygiene","2716","Polish Humanitarian Action","Project Priority","A - High"
48685,2017,"810525",552,"Somalia 2017","Water Sanitation Hygiene","2716","Polish Humanitarian Action","Subset Of Plan","Pre-famine scale up"
48685,2017,"810525",552,"Somalia 2017","Water Sanitation Hygiene","2716","Polish Humanitarian Action","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51699,2017,"6431380",1109,"Sudan 2017","Health","4303","International Medical Corps US","Project Priority","High priority"
51699,2017,"6431380",1109,"Sudan 2017","Health","4303","International Medical Corps US","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47870,2017,"269562",1153,"Mali 2017","Nutrition","4303","International Medical Corps US","Project Priority","High"
47870,2017,"269562",1153,"Mali 2017","Nutrition","4303","International Medical Corps US","Gender Marker","0-No signs that gender issues were considered in project design"
49220,2017,"3500000",424,"Republic of South Sudan 2017","Health","3001","International Rescue Committee","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48962,2017,"2845000",424,"Republic of South Sudan 2017","Food Security","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49600,2017,"41408260",45,"Syria Humanitarian Response Plan 2017","Agriculture","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49607,2017,"25000000",45,"Syria Humanitarian Response Plan 2017","Food Security","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
49512,2017,"14638124",45,"Syria Humanitarian Response Plan 2017","Protection","4293","United Nations Population Fund","Project Priority","N/A"
49512,2017,"14638124",45,"Syria Humanitarian Response Plan 2017","Protection","4293","United Nations Population Fund","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
49594,2017,"1110000",45,"Syria Humanitarian Response Plan 2017","Coordination and support services","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51170,2017,"150000",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","5298","Danish Refugee Council","Custom Location","FYROM"
51146,2017,"112000",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","8730","ArmandoAid","Custom Location","Greece"
51142,2017,"503796",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","7098","DIOTIMA Centre of research on Women's Issues","Custom Location","Greece"
50307,2017,"1133946",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4399","Food and Agriculture Organization of the United Nations","Custom Location","Iraq"
50307,2017,"1133946",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4399","Food and Agriculture Organization of the United Nations","Gender Marker","3-Not specified"
50308,2017,"8700000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4399","Food and Agriculture Organization of the United Nations","Custom Location","Turkey"
50308,2017,"8700000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","4399","Food and Agriculture Organization of the United Nations","Gender Marker","3-Not specified"
48126,2017,"5846761",430,"Nigeria 2017","Emergency Telecommunications","3049","World Food Programme","Project Priority","High"
48126,2017,"5846761",430,"Nigeria 2017","Emergency Telecommunications","3049","World Food Programme","Gender Marker","4-Not applicable - Only used for very small number of projects, such as ""support services"""
51150,2017,"632710",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","8734","Emergency Response Centre International","Custom Location","Greece"
51151,2017,"848960",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","8736","Faros Organizaton","Custom Location","Greece"
51152,2017,"268626",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","8737","Filoxenia International","Custom Location","Greece"
51143,2017,"703030",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","7094","HSA Humanitarian Support Agency","Custom Location","Greece"
51129,2017,"2469251",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","8539","ACT Alliance / Norwegian Church Aid","Custom Location","Greece"
48175,2017,"52111199",430,"Nigeria 2017","Nutrition","3049","World Food Programme","Project Priority","High"
48175,2017,"52111199",430,"Nigeria 2017","Nutrition","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51183,2017,"17993204",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","4397","United Nations High Commissioner for Refugees","Custom Location","Regional"
51197,2017,"954000",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","4695","Adventist Development and Relief Agency","Custom Location","Serbia"
51203,2017,"474000",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","8749","NGO Atina - Citizens Association for Combating Trafficking in Human Beings and all Forms of Gender-based Violence","Custom Location","Serbia"
48522,2017,"1615000",552,"Somalia 2017","Water Sanitation Hygiene","4309","Cooperazione Internazionale - COOPI","Subset Of Plan","Pre-famine scale up"
48522,2017,"1615000",552,"Somalia 2017","Water Sanitation Hygiene","4309","Cooperazione Internazionale - COOPI","Project Grouping 1","Water, Sanitation and Hygiene"
48522,2017,"1615000",552,"Somalia 2017","Water Sanitation Hygiene","4309","Cooperazione Internazionale - COOPI","Project Grouping 2","NOT SPECIFIED"
48522,2017,"1615000",552,"Somalia 2017","Water Sanitation Hygiene","4309","Cooperazione Internazionale - COOPI","Project Priority","NOT SPECIFIED"
48522,2017,"1615000",552,"Somalia 2017","Water Sanitation Hygiene","4309","Cooperazione Internazionale - COOPI","Custom Location","South Central"
48522,2017,"1615000",552,"Somalia 2017","Water Sanitation Hygiene","4309","Cooperazione Internazionale - COOPI","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51194,2017,"1821987",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","3238","CARE International","Custom Location","Serbia"
48550,2017,"1546677",552,"Somalia 2017","Early Recovery","6853","African Development Solutions","Project Grouping 2","A - High"
48550,2017,"1546677",552,"Somalia 2017","Early Recovery","6853","African Development Solutions","Project Grouping 1","Food Security"
48550,2017,"1546677",552,"Somalia 2017","Early Recovery","6853","African Development Solutions","Project Priority","A - High"
48550,2017,"1546677",552,"Somalia 2017","Early Recovery","6853","African Development Solutions","Subset Of Plan","Pre-famine scale up"
48550,2017,"1546677",552,"Somalia 2017","Early Recovery","6853","African Development Solutions","Custom Location","Multi Zone"
48550,2017,"1546677",552,"Somalia 2017","Early Recovery","6853","African Development Solutions","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51205,2017,"30000",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","8750","Initiative for Development and Cooperation","Custom Location","Serbia"
48697,2017,"599200",552,"Somalia 2017","Health","6615","Humanitarian Initiative Just Relief Aid Organization","Project Grouping 1","Health"
48697,2017,"599200",552,"Somalia 2017","Health","6615","Humanitarian Initiative Just Relief Aid Organization","Project Grouping 2","B - Medium"
48697,2017,"599200",552,"Somalia 2017","Health","6615","Humanitarian Initiative Just Relief Aid Organization","Custom Location","South Central"
48697,2017,"599200",552,"Somalia 2017","Health","6615","Humanitarian Initiative Just Relief Aid Organization","Subset Of Plan","Pre-famine scale up"
48697,2017,"599200",552,"Somalia 2017","Health","6615","Humanitarian Initiative Just Relief Aid Organization","Project Priority","B - Medium"
48697,2017,"599200",552,"Somalia 2017","Health","6615","Humanitarian Initiative Just Relief Aid Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48524,2017,"1061033",552,"Somalia 2017","Water Sanitation Hygiene","1990","Wardi Relief and Development Initiatives","Project Grouping 2","NOT SPECIFIED"
48524,2017,"1061033",552,"Somalia 2017","Water Sanitation Hygiene","1990","Wardi Relief and Development Initiatives","Project Grouping 1","Water, Sanitation and Hygiene"
48524,2017,"1061033",552,"Somalia 2017","Water Sanitation Hygiene","1990","Wardi Relief and Development Initiatives","Project Priority","NOT SPECIFIED"
48524,2017,"1061033",552,"Somalia 2017","Water Sanitation Hygiene","1990","Wardi Relief and Development Initiatives","Custom Location","Multi Zone"
48524,2017,"1061033",552,"Somalia 2017","Water Sanitation Hygiene","1990","Wardi Relief and Development Initiatives","Subset Of Plan","Pre-famine scale up"
48524,2017,"1061033",552,"Somalia 2017","Water Sanitation Hygiene","1990","Wardi Relief and Development Initiatives","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48587,2017,"1071454",552,"Somalia 2017","Water Sanitation Hygiene","3244","INTERSOS Humanitarian Aid Organization","Project Grouping 2","A - High"
48587,2017,"1071454",552,"Somalia 2017","Water Sanitation Hygiene","3244","INTERSOS Humanitarian Aid Organization","Project Grouping 1","Water, Sanitation and Hygiene"
48587,2017,"1071454",552,"Somalia 2017","Water Sanitation Hygiene","3244","INTERSOS Humanitarian Aid Organization","Project Priority","A - High"
48587,2017,"1071454",552,"Somalia 2017","Water Sanitation Hygiene","3244","INTERSOS Humanitarian Aid Organization","Subset Of Plan","Pre-famine scale up"
48587,2017,"1071454",552,"Somalia 2017","Water Sanitation Hygiene","3244","INTERSOS Humanitarian Aid Organization","Custom Location","South Central"
48587,2017,"1071454",552,"Somalia 2017","Water Sanitation Hygiene","3244","INTERSOS Humanitarian Aid Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
51200,2017,"1160000",548,"2017 Europe Situation - Regional Refugee and Migrant Response","Multi-sector","3468","SOS Children's Villages","Custom Location","Serbia"
48470,2017,"645800",552,"Somalia 2017","Nutrition","3244","INTERSOS Humanitarian Aid Organization","Project Priority","A - High"
48470,2017,"645800",552,"Somalia 2017","Nutrition","3244","INTERSOS Humanitarian Aid Organization","Subset Of Plan","Pre-famine scale up"
48470,2017,"645800",552,"Somalia 2017","Nutrition","3244","INTERSOS Humanitarian Aid Organization","Project Grouping 2","A - High"
48470,2017,"645800",552,"Somalia 2017","Nutrition","3244","INTERSOS Humanitarian Aid Organization","Project Grouping 1","Nutrition"
48470,2017,"645800",552,"Somalia 2017","Nutrition","3244","INTERSOS Humanitarian Aid Organization","Custom Location","South Central"
48470,2017,"645800",552,"Somalia 2017","Nutrition","3244","INTERSOS Humanitarian Aid Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48765,2017,"2000000",552,"Somalia 2017","Education","2178","Norwegian Refugee Council","Project Priority","A - High"
48765,2017,"2000000",552,"Somalia 2017","Education","2178","Norwegian Refugee Council","Project Grouping 2","A - High"
48765,2017,"2000000",552,"Somalia 2017","Education","2178","Norwegian Refugee Council","Project Grouping 1","Education"
48765,2017,"2000000",552,"Somalia 2017","Education","2178","Norwegian Refugee Council","Subset Of Plan","Pre-famine scale up"
48765,2017,"2000000",552,"Somalia 2017","Education","2178","Norwegian Refugee Council","Custom Location","Multi Zone"
48765,2017,"2000000",552,"Somalia 2017","Education","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48551,2017,"724079",552,"Somalia 2017","Nutrition","6635","Skills Active Forward","Subset Of Plan","Pre-famine scale up"
48551,2017,"724079",552,"Somalia 2017","Nutrition","6635","Skills Active Forward","Project Grouping 1","Nutrition"
48551,2017,"724079",552,"Somalia 2017","Nutrition","6635","Skills Active Forward","Project Grouping 2","A - High"
48551,2017,"724079",552,"Somalia 2017","Nutrition","6635","Skills Active Forward","Project Priority","A - High"
48551,2017,"724079",552,"Somalia 2017","Nutrition","6635","Skills Active Forward","Custom Location","Multi Zone"
48551,2017,"724079",552,"Somalia 2017","Nutrition","6635","Skills Active Forward","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48540,2017,"460500",552,"Somalia 2017","Nutrition","6619","Southern Aid","Project Priority","A - High"
48540,2017,"460500",552,"Somalia 2017","Nutrition","6619","Southern Aid","Project Grouping 1","Nutrition"
48540,2017,"460500",552,"Somalia 2017","Nutrition","6619","Southern Aid","Custom Location","South Central"
48540,2017,"460500",552,"Somalia 2017","Nutrition","6619","Southern Aid","Project Grouping 2","A - High"
48540,2017,"460500",552,"Somalia 2017","Nutrition","6619","Southern Aid","Subset Of Plan","Pre-famine scale up"
48540,2017,"460500",552,"Somalia 2017","Nutrition","6619","Southern Aid","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
48733,2017,"800000",552,"Somalia 2017","Education","1850","World Vision International","Project Grouping 1","Education"
48733,2017,"800000",552,"Somalia 2017","Education","1850","World Vision International","Project Grouping 2","NOT SPECIFIED"
48733,2017,"800000",552,"Somalia 2017","Education","1850","World Vision International","Project Priority","B - Medium"
48733,2017,"800000",552,"Somalia 2017","Education","1850","World Vision International","Subset Of Plan","General HRP"
48733,2017,"800000",552,"Somalia 2017","Education","1850","World Vision International","Custom Location","Multi Zone"
48733,2017,"800000",552,"Somalia 2017","Education","1850","World Vision International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48652,2017,"1100000",552,"Somalia 2017","Early Recovery","1990","Wardi Relief and Development Initiatives","Project Grouping 1","Food Security"
48652,2017,"1100000",552,"Somalia 2017","Early Recovery","1990","Wardi Relief and Development Initiatives","Custom Location","NOT SPECIFIED"
48652,2017,"1100000",552,"Somalia 2017","Early Recovery","1990","Wardi Relief and Development Initiatives","Project Grouping 2","B - Medium"
48652,2017,"1100000",552,"Somalia 2017","Early Recovery","1990","Wardi Relief and Development Initiatives","Project Priority","B - Medium"
48652,2017,"1100000",552,"Somalia 2017","Early Recovery","1990","Wardi Relief and Development Initiatives","Subset Of Plan","Pre-famine scale up"
48652,2017,"1100000",552,"Somalia 2017","Early Recovery","1990","Wardi Relief and Development Initiatives","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48477,2017,"656600",552,"Somalia 2017","Nutrition","5320","Wamo Relief and Rehabilitation Services","Project Grouping 2","A - High"
48477,2017,"656600",552,"Somalia 2017","Nutrition","5320","Wamo Relief and Rehabilitation Services","Subset Of Plan","Pre-famine scale up"
48477,2017,"656600",552,"Somalia 2017","Nutrition","5320","Wamo Relief and Rehabilitation Services","Project Priority","A - High"
48477,2017,"656600",552,"Somalia 2017","Nutrition","5320","Wamo Relief and Rehabilitation Services","Project Grouping 1","Nutrition"
48477,2017,"656600",552,"Somalia 2017","Nutrition","5320","Wamo Relief and Rehabilitation Services","Custom Location","Multi Zone"
48477,2017,"656600",552,"Somalia 2017","Nutrition","5320","Wamo Relief and Rehabilitation Services","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48737,2017,"869301",552,"Somalia 2017","Protection","6194","Gruppo per le Relazioni Transculturali","Custom Location","North East"
48737,2017,"869301",552,"Somalia 2017","Protection","6194","Gruppo per le Relazioni Transculturali","Project Grouping 2","A - High"
48737,2017,"869301",552,"Somalia 2017","Protection","6194","Gruppo per le Relazioni Transculturali","Project Grouping 1","Protection"
48737,2017,"869301",552,"Somalia 2017","Protection","6194","Gruppo per le Relazioni Transculturali","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48737,2017,"869301",552,"Somalia 2017","Protection","6194","Gruppo per le Relazioni Transculturali","Project Priority","A - High"
48737,2017,"869301",552,"Somalia 2017","Protection","6194","Gruppo per le Relazioni Transculturali","Subset Of Plan","Pre-famine scale up"
48729,2017,"2500000",552,"Somalia 2017","Protection","2178","Norwegian Refugee Council","Subset Of Plan","General HRP"
48729,2017,"2500000",552,"Somalia 2017","Protection","2178","Norwegian Refugee Council","Project Grouping 1","Protection"
48729,2017,"2500000",552,"Somalia 2017","Protection","2178","Norwegian Refugee Council","Project Priority","A - High"
48729,2017,"2500000",552,"Somalia 2017","Protection","2178","Norwegian Refugee Council","Project Grouping 2","A - High"
48729,2017,"2500000",552,"Somalia 2017","Protection","2178","Norwegian Refugee Council","Custom Location","Multi Zone"
48729,2017,"2500000",552,"Somalia 2017","Protection","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48496,2017,"1628051",552,"Somalia 2017","Water Sanitation Hygiene","3056","Centre for Peace and Democracy","Project Priority","A - High"
48496,2017,"1628051",552,"Somalia 2017","Water Sanitation Hygiene","3056","Centre for Peace and Democracy","Project Grouping 1","Water, Sanitation and Hygiene"
48496,2017,"1628051",552,"Somalia 2017","Water Sanitation Hygiene","3056","Centre for Peace and Democracy","Project Grouping 2","A - High"
48496,2017,"1628051",552,"Somalia 2017","Water Sanitation Hygiene","3056","Centre for Peace and Democracy","Custom Location","South Central"
48496,2017,"1628051",552,"Somalia 2017","Water Sanitation Hygiene","3056","Centre for Peace and Democracy","Subset Of Plan","Pre-famine scale up"
48496,2017,"1628051",552,"Somalia 2017","Water Sanitation Hygiene","3056","Centre for Peace and Democracy","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48702,2017,"3500000",552,"Somalia 2017","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Project Grouping 1","Water, Sanitation and Hygiene"
48702,2017,"3500000",552,"Somalia 2017","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Project Grouping 2","A - High"
48702,2017,"3500000",552,"Somalia 2017","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Project Priority","A - High"
48702,2017,"3500000",552,"Somalia 2017","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Custom Location","Multi Zone"
48702,2017,"3500000",552,"Somalia 2017","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Subset Of Plan","Pre-famine scale up"
48702,2017,"3500000",552,"Somalia 2017","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48547,2017,"750000",552,"Somalia 2017","Water Sanitation Hygiene","4067","KAALO Relief and Development Organisation","Project Grouping 1","Water, Sanitation and Hygiene"
48547,2017,"750000",552,"Somalia 2017","Water Sanitation Hygiene","4067","KAALO Relief and Development Organisation","Project Grouping 2","A - High"
48547,2017,"750000",552,"Somalia 2017","Water Sanitation Hygiene","4067","KAALO Relief and Development Organisation","Project Priority","A - High"
48547,2017,"750000",552,"Somalia 2017","Water Sanitation Hygiene","4067","KAALO Relief and Development Organisation","Custom Location","Multi Zone"
48547,2017,"750000",552,"Somalia 2017","Water Sanitation Hygiene","4067","KAALO Relief and Development Organisation","Subset Of Plan","Pre-famine scale up"
48547,2017,"750000",552,"Somalia 2017","Water Sanitation Hygiene","4067","KAALO Relief and Development Organisation","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48525,2017,"351000",552,"Somalia 2017","Water Sanitation Hygiene","667","Hidig Relief And Development Organization","Custom Location","NOT SPECIFIED"
48525,2017,"351000",552,"Somalia 2017","Water Sanitation Hygiene","667","Hidig Relief And Development Organization","Project Grouping 1","Water, Sanitation and Hygiene"
48525,2017,"351000",552,"Somalia 2017","Water Sanitation Hygiene","667","Hidig Relief And Development Organization","Project Grouping 2","B - Medium"
48525,2017,"351000",552,"Somalia 2017","Water Sanitation Hygiene","667","Hidig Relief And Development Organization","Project Priority","B - Medium"
48525,2017,"351000",552,"Somalia 2017","Water Sanitation Hygiene","667","Hidig Relief And Development Organization","Subset Of Plan","Pre-famine scale up"
48525,2017,"351000",552,"Somalia 2017","Water Sanitation Hygiene","667","Hidig Relief And Development Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48552,2017,"1537476",552,"Somalia 2017","Water Sanitation Hygiene","8539","ACT Alliance / Norwegian Church Aid","Project Grouping 1","Water, Sanitation and Hygiene"
48552,2017,"1537476",552,"Somalia 2017","Water Sanitation Hygiene","8539","ACT Alliance / Norwegian Church Aid","Project Grouping 2","A - High"
48552,2017,"1537476",552,"Somalia 2017","Water Sanitation Hygiene","8539","ACT Alliance / Norwegian Church Aid","Project Priority","A - High"
48552,2017,"1537476",552,"Somalia 2017","Water Sanitation Hygiene","8539","ACT Alliance / Norwegian Church Aid","Subset Of Plan","Pre-famine scale up"
48552,2017,"1537476",552,"Somalia 2017","Water Sanitation Hygiene","8539","ACT Alliance / Norwegian Church Aid","Custom Location","Multi Zone"
48552,2017,"1537476",552,"Somalia 2017","Water Sanitation Hygiene","8539","ACT Alliance / Norwegian Church Aid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48506,2017,"299791",552,"Somalia 2017","Nutrition","9653","Somali Aid","Project Grouping 1","Nutrition"
48506,2017,"299791",552,"Somalia 2017","Nutrition","9653","Somali Aid","Subset Of Plan","General HRP"
48506,2017,"299791",552,"Somalia 2017","Nutrition","9653","Somali Aid","Custom Location","NOT SPECIFIED"
48506,2017,"299791",552,"Somalia 2017","Nutrition","9653","Somali Aid","Project Grouping 2","A - High"
48506,2017,"299791",552,"Somalia 2017","Nutrition","9653","Somali Aid","Project Priority","A - High"
48506,2017,"299791",552,"Somalia 2017","Nutrition","9653","Somali Aid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47480,2017,"314669",489,"Cameroon 2017","Protection","2915","United Nations Children's Fund","Response Type","Refugee"
47480,2017,"314669",489,"Cameroon 2017","Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47480,2017,"314669",489,"Cameroon 2017","Protection","2915","United Nations Children's Fund","Project Priority","High"
47480,2017,"314669",489,"Cameroon 2017","Protection","2915","United Nations Children's Fund","Subset Of Plan","Lake Chad Basin"
48682,2017,"391299",552,"Somalia 2017","Nutrition","5364","Cooperazione E Sviluppo - CESVI","Custom Location","North East"
48682,2017,"391299",552,"Somalia 2017","Nutrition","5364","Cooperazione E Sviluppo - CESVI","Project Priority","A - High"
48682,2017,"391299",552,"Somalia 2017","Nutrition","5364","Cooperazione E Sviluppo - CESVI","Project Grouping 2","A - High"
48682,2017,"391299",552,"Somalia 2017","Nutrition","5364","Cooperazione E Sviluppo - CESVI","Project Grouping 1","Nutrition"
48682,2017,"391299",552,"Somalia 2017","Nutrition","5364","Cooperazione E Sviluppo - CESVI","Subset Of Plan","General HRP"
48682,2017,"391299",552,"Somalia 2017","Nutrition","5364","Cooperazione E Sviluppo - CESVI","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48460,2017,"5900000",552,"Somalia 2017","Early Recovery","5298","Danish Refugee Council","Project Grouping 2","A - High"
48460,2017,"5900000",552,"Somalia 2017","Early Recovery","5298","Danish Refugee Council","Custom Location","NOT SPECIFIED"
48460,2017,"5900000",552,"Somalia 2017","Early Recovery","5298","Danish Refugee Council","Project Grouping 1","Food Security"
48460,2017,"5900000",552,"Somalia 2017","Early Recovery","5298","Danish Refugee Council","Project Priority","A - High"
48460,2017,"5900000",552,"Somalia 2017","Early Recovery","5298","Danish Refugee Council","Subset Of Plan","General HRP"
48460,2017,"5900000",552,"Somalia 2017","Early Recovery","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48748,2017,"501000",552,"Somalia 2017","Nutrition","6184","Zamzam Foundation","Custom Location","South Central"
48748,2017,"501000",552,"Somalia 2017","Nutrition","6184","Zamzam Foundation","Project Grouping 2","A - High"
48748,2017,"501000",552,"Somalia 2017","Nutrition","6184","Zamzam Foundation","Subset Of Plan","Pre-famine scale up"
48748,2017,"501000",552,"Somalia 2017","Nutrition","6184","Zamzam Foundation","Project Grouping 1","Nutrition"
48748,2017,"501000",552,"Somalia 2017","Nutrition","6184","Zamzam Foundation","Project Priority","A - High"
48748,2017,"501000",552,"Somalia 2017","Nutrition","6184","Zamzam Foundation","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
50371,2017,"10125000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3233","Gruppo Volontariato Civile (until 2018)","Gender Marker","3-Not specified"
50371,2017,"10125000",593,"Syria regional refugee and resilience plan (3RP) 2017","Multi-sector","3233","Gruppo Volontariato Civile (until 2018)","Custom Location","Lebanon"
47978,2017,"882674",1152,"Niger 2017","Education","4309","Cooperazione Internazionale - COOPI","Project Priority","High"
47978,2017,"882674",1152,"Niger 2017","Education","4309","Cooperazione Internazionale - COOPI","Subset Of Plan","Lake Chad Basin"
47978,2017,"882674",1152,"Niger 2017","Education","4309","Cooperazione Internazionale - COOPI","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
