"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
43770,2016,"3002500",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","3244","INTERSOS Humanitarian Aid Organization","Custom Location","Iraq"
44501,2016,"1900000",1014,"Pakistan Humanitarian Strategic Plan 2016","Protection","4397","United Nations High Commissioner for Refugees","Project Grouping 2","IDPs in KP/FATA"
44501,2016,"1900000",1014,"Pakistan Humanitarian Strategic Plan 2016","Protection","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43772,2016,"13600000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","2178","Norwegian Refugee Council","Custom Location","Iraq"
43772,2016,"13600000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","2178","Norwegian Refugee Council","Gender Marker","3-Not specified"
43777,2016,"1125000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4405","Relief International","Custom Location","Iraq"
43777,2016,"1125000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4405","Relief International","Gender Marker","3-Not specified"
44849,2016,"500001",501,"Somalia 2016","Coordination and support services","4399","Food and Agriculture Organization of the United Nations","Custom Location","Multi Zone"
44849,2016,"500001",501,"Somalia 2016","Coordination and support services","4399","Food and Agriculture Organization of the United Nations","Project Priority","A - High"
44849,2016,"500001",501,"Somalia 2016","Coordination and support services","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45981,2016,"1788296",1065,"Zimbabwe Humanitarian Response Plan 2016","Food Security","3369","Plan International","Gender Marker","3-Not specified"
44878,2016,"12087407",501,"Somalia 2016","Health","2915","United Nations Children's Fund","Custom Location","Multi Zone"
44878,2016,"12087407",501,"Somalia 2016","Health","2915","United Nations Children's Fund","Project Priority","A - High"
44878,2016,"12087407",501,"Somalia 2016","Health","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44985,2016,"12118224",501,"Somalia 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Custom Location","Multi Zone"
44985,2016,"12118224",501,"Somalia 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","A - High"
44985,2016,"12118224",501,"Somalia 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45762,2016,"1499619",1018,"Burundi 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","No field questions","No field answers"
45807,2016,"1190000",1018,"Burundi 2016","Protection","4397","United Nations High Commissioner for Refugees","No field questions","No field answers"
45202,2016,"18136500",500,"Iraq 2016","Protection","4397","United Nations High Commissioner for Refugees","Project Priority","High"
45202,2016,"18136500",500,"Iraq 2016","Protection","4397","United Nations High Commissioner for Refugees","Subset Of Plan","C. Full Cluster Response"
45202,2016,"18136500",500,"Iraq 2016","Protection","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45184,2016,"3280606",500,"Iraq 2016","Health","3777","Médecins du Monde","Project Priority","High"
45184,2016,"3280606",500,"Iraq 2016","Health","3777","Médecins du Monde","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43211,2016,"1920000",459,"Mauritania 2016","Health","8516","Acción Contra el Hambre - Spain","Project Priority","High"
43211,2016,"1920000",459,"Mauritania 2016","Health","8516","Acción Contra el Hambre - Spain","Gender Marker","0-No signs that gender issues were considered in project design"
43210,2016,"2030000",459,"Mauritania 2016","Agriculture","8516","Acción Contra el Hambre - Spain","Project Priority","High"
43210,2016,"2030000",459,"Mauritania 2016","Agriculture","8516","Acción Contra el Hambre - Spain","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42953,2016,"1046000",498,"Cameroon 2016","Water Sanitation Hygiene","3238","CARE International","Project Priority","High"
42953,2016,"1046000",498,"Cameroon 2016","Water Sanitation Hygiene","3238","CARE International","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43347,2016,"3850000",412,"Nigeria 2016","Camp Coordination / Management","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43048,2016,"806000",411,"Chad 2016","Agriculture","3912","Oxfam Intermón Spain","Project Grouping 2","1-  INSECURITE ALIMENTAIRE ET MALNUTRITION"
43048,2016,"806000",411,"Chad 2016","Agriculture","3912","Oxfam Intermón Spain","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43133,2016,"1168400",378,"Mali 2016","Water Sanitation Hygiene","744","Oxfam","Project Priority","High"
43133,2016,"1168400",378,"Mali 2016","Water Sanitation Hygiene","744","Oxfam","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43342,2016,"1500000",412,"Nigeria 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43342,2016,"1500000",412,"Nigeria 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Project Priority","High"
43309,2016,"1278110",1097,"Niger 2016","Water Sanitation Hygiene","3238","CARE International","Response Type","Refugee"
43309,2016,"1278110",1097,"Niger 2016","Water Sanitation Hygiene","3238","CARE International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43388,2016,"4600000",412,"Nigeria 2016","Food Security","4536","Action Contre la Faim - Action Against Hunger International","Project Priority","High"
43388,2016,"4600000",412,"Nigeria 2016","Food Security","4536","Action Contre la Faim - Action Against Hunger International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43386,2016,"3370966",412,"Nigeria 2016","Emergency Shelter and NFI","2178","Norwegian Refugee Council","Project Priority","High"
43386,2016,"3370966",412,"Nigeria 2016","Emergency Shelter and NFI","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46485,2016,"2830000",506,"Sudan 2016","Early Recovery","2849","Save the Children","Project Priority","b) 50%"
46485,2016,"2830000",506,"Sudan 2016","Early Recovery","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45906,2016,"1835156",421,"DPR Korea Needs and Priorities 2016","Water Sanitation Hygiene","2849","Save the Children","No field questions","No field answers"
46343,2016,"0",417,"Democratic Republic of the Congo 2016","","2849","Save the Children","No field questions","No field answers"
43281,2016,"4000000",1097,"Niger 2016","Food Security","2849","Save the Children","Project Priority","High"
43281,2016,"4000000",1097,"Niger 2016","Food Security","2849","Save the Children","Custom Location","Multiple locations"
43281,2016,"4000000",1097,"Niger 2016","Food Security","2849","Save the Children","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
45896,2016,"8500000",421,"DPR Korea Needs and Priorities 2016","Nutrition","2915","United Nations Children's Fund","No field questions","No field answers"
45635,2016,"0",975,"Burkina Faso 2016","","2915","United Nations Children's Fund","Project Priority","Low"
45635,2016,"0",975,"Burkina Faso 2016","","2915","United Nations Children's Fund","Gender Marker","0-No signs that gender issues were considered in project design"
45382,2016,"5010963",414,"Djibouti 2016","Protection","4397","United Nations High Commissioner for Refugees","Project Priority","High priority"
45382,2016,"5010963",414,"Djibouti 2016","Protection","4397","United Nations High Commissioner for Refugees","Custom Location","Multiple regions"
45382,2016,"5010963",414,"Djibouti 2016","Protection","4397","United Nations High Commissioner for Refugees","Response Type","Refugee"
45382,2016,"5010963",414,"Djibouti 2016","Protection","4397","United Nations High Commissioner for Refugees","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
46013,2016,"0",503,"Myanmar 2016","Nutrition","4536","Action Contre la Faim - Action Against Hunger International","No field questions","No field answers"
42993,2016,"3000000",411,"Chad 2016","Health","8501","Action Contre la Faim - France","Project Grouping 2","1-  INSECURITE ALIMENTAIRE ET MALNUTRITION"
42993,2016,"3000000",411,"Chad 2016","Health","8501","Action Contre la Faim - France","Gender Marker","3-Not specified"
45739,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Health","4536","Action Contre la Faim - Action Against Hunger International","No field questions","No field answers"
43262,2016,"2697624",1097,"Niger 2016","Health","8516","Acción Contra el Hambre - Spain","Custom Location","Multiple locations"
43262,2016,"2697624",1097,"Niger 2016","Health","8516","Acción Contra el Hambre - Spain","Project Priority","High"
43262,2016,"2697624",1097,"Niger 2016","Health","8516","Acción Contra el Hambre - Spain","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44942,2016,"1200000",501,"Somalia 2016","Water Sanitation Hygiene","8600","CARE Somalia","Project Priority","A - High"
44942,2016,"1200000",501,"Somalia 2016","Water Sanitation Hygiene","8600","CARE Somalia","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43128,2016,"2206520",378,"Mali 2016","Agriculture","8516","Acción Contra el Hambre - Spain","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43128,2016,"2206520",378,"Mali 2016","Agriculture","8516","Acción Contra el Hambre - Spain","Project Priority","High"
44960,2016,"1229113",501,"Somalia 2016","Health","2849","Save the Children","Custom Location","South Central"
44960,2016,"1229113",501,"Somalia 2016","Health","2849","Save the Children","Project Priority","A - High"
44960,2016,"1229113",501,"Somalia 2016","Health","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45080,2016,"12000000",501,"Somalia 2016","Logistics","3049","World Food Programme","Project Priority","A - High"
45080,2016,"12000000",501,"Somalia 2016","Logistics","3049","World Food Programme","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44823,2016,"846900",501,"Somalia 2016","Water Sanitation Hygiene","1850","World Vision International","Project Priority","A - High"
44823,2016,"846900",501,"Somalia 2016","Water Sanitation Hygiene","1850","World Vision International","Custom Location","South Central"
44823,2016,"846900",501,"Somalia 2016","Water Sanitation Hygiene","1850","World Vision International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46305,2016,"0",1064,"Central African Republic 2016","","2178","Norwegian Refugee Council","Gender Marker","3-Not specified"
44920,2016,"642513",501,"Somalia 2016","Health","1850","World Vision International","Custom Location","South Central"
44920,2016,"642513",501,"Somalia 2016","Health","1850","World Vision International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44920,2016,"642513",501,"Somalia 2016","Health","1850","World Vision International","Project Priority","A - High"
46407,2016,"38565000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","2178","Norwegian Refugee Council","Custom Location","Lebanon"
46407,2016,"38565000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","2178","Norwegian Refugee Council","Gender Marker","3-Not specified"
45374,2016,"650000",414,"Djibouti 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Project Priority","High priority"
45374,2016,"650000",414,"Djibouti 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Custom Location","Multiple regions"
45374,2016,"650000",414,"Djibouti 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Response Type","Refugee"
45374,2016,"650000",414,"Djibouti 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45008,2016,"3756419",501,"Somalia 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Custom Location","Multi Zone"
45008,2016,"3756419",501,"Somalia 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Project Priority","A - High"
45008,2016,"3756419",501,"Somalia 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43082,2016,"1065217",378,"Mali 2016","Emergency Shelter and NFI","2178","Norwegian Refugee Council","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43643,2016,"375671",1118,"occupied Palestinian territory 2016","Education","2178","Norwegian Refugee Council","Custom Location","Projects covering just Gaza"
43643,2016,"375671",1118,"occupied Palestinian territory 2016","Education","2178","Norwegian Refugee Council","Project Priority","Other"
43643,2016,"375671",1118,"occupied Palestinian territory 2016","Education","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43826,2016,"37747578",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","2178","Norwegian Refugee Council","Custom Location","Jordan"
43826,2016,"37747578",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","2178","Norwegian Refugee Council","Gender Marker","3-Not specified"
43628,2016,"1641000",1118,"occupied Palestinian territory 2016","Emergency Shelter and NFI","2178","Norwegian Refugee Council","Custom Location","Projects covering just Gaza"
43628,2016,"1641000",1118,"occupied Palestinian territory 2016","Emergency Shelter and NFI","2178","Norwegian Refugee Council","Project Priority","Top"
43628,2016,"1641000",1118,"occupied Palestinian territory 2016","Emergency Shelter and NFI","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45712,2016,"0",463,"Guatemala 2016","Food Security","4536","Action Contre la Faim - Action Against Hunger International","Project Priority","High"
45712,2016,"0",463,"Guatemala 2016","Food Security","4536","Action Contre la Faim - Action Against Hunger International","Gender Marker","3-Not specified"
45031,2016,"1165024",501,"Somalia 2016","Health","5364","Cooperazione E Sviluppo - CESVI","Custom Location","Multi Zone"
45031,2016,"1165024",501,"Somalia 2016","Health","5364","Cooperazione E Sviluppo - CESVI","Project Priority","A - High"
45031,2016,"1165024",501,"Somalia 2016","Health","5364","Cooperazione E Sviluppo - CESVI","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42916,2016,"450000",498,"Cameroon 2016","Protection","2986","International Organization for Migration","Project Priority","High"
42916,2016,"450000",498,"Cameroon 2016","Protection","2986","International Organization for Migration","Gender Marker","3-Not specified"
42921,2016,"1175196",498,"Cameroon 2016","Early Recovery","3230","Solidarités International","Response Type","Refugee"
42921,2016,"1175196",498,"Cameroon 2016","Early Recovery","3230","Solidarités International","Project Priority","High"
42921,2016,"1175196",498,"Cameroon 2016","Early Recovery","3230","Solidarités International","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
45612,2016,"320483",378,"Mali 2016","Health","4293","United Nations Population Fund","Project Priority","High"
45612,2016,"320483",378,"Mali 2016","Health","4293","United Nations Population Fund","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
46354,2016,"0",417,"Democratic Republic of the Congo 2016","","1497","Catholic Agency for Overseas Development","No field questions","No field answers"
46197,2016,"866818",1064,"Central African Republic 2016","Health","4303","International Medical Corps US","Project Priority","B. High"
46197,2016,"866818",1064,"Central African Republic 2016","Health","4303","International Medical Corps US","Custom Location","Ouham"
46197,2016,"866818",1064,"Central African Republic 2016","Health","4303","International Medical Corps US","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43432,2016,"4638053",379,"Senegal 2016","Health","3049","World Food Programme","Project Priority","High"
43432,2016,"4638053",379,"Senegal 2016","Health","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43430,2016,"1292879",379,"Senegal 2016","Health","8516","Acción Contra el Hambre - Spain","Project Priority","High"
43430,2016,"1292879",379,"Senegal 2016","Health","8516","Acción Contra el Hambre - Spain","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45703,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
44525,2016,"17500000",1059,"Republic of South Sudan 2016","Camp Coordination / Management","2986","International Organization for Migration","Project Priority","1"
44525,2016,"17500000",1059,"Republic of South Sudan 2016","Camp Coordination / Management","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44692,2016,"870098",1059,"Republic of South Sudan 2016","Nutrition","8569","Action Against Hunger - USA","Project Priority","2"
44692,2016,"870098",1059,"Republic of South Sudan 2016","Nutrition","8569","Action Against Hunger - USA","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43088,2016,"600000",378,"Mali 2016","Agriculture","3001","International Rescue Committee","Project Priority","High"
43088,2016,"600000",378,"Mali 2016","Agriculture","3001","International Rescue Committee","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43195,2016,"35666430",378,"Mali 2016","Early Recovery","4763","Handicap International - Humanity & Inclusion","Project Priority","Medium"
43195,2016,"35666430",378,"Mali 2016","Early Recovery","4763","Handicap International - Humanity & Inclusion","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43390,2016,"3500000",412,"Nigeria 2016","Food Security","4323","Oxfam Novib Netherlands","Project Priority","High"
43390,2016,"3500000",412,"Nigeria 2016","Food Security","4323","Oxfam Novib Netherlands","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43363,2016,"5300000",412,"Nigeria 2016","Water Sanitation Hygiene","4323","Oxfam Novib Netherlands","Project Priority","High"
43363,2016,"5300000",412,"Nigeria 2016","Water Sanitation Hygiene","4323","Oxfam Novib Netherlands","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43395,2016,"1000000",412,"Nigeria 2016","Emergency Shelter and NFI","4323","Oxfam Novib Netherlands","Project Priority","High"
43395,2016,"1000000",412,"Nigeria 2016","Emergency Shelter and NFI","4323","Oxfam Novib Netherlands","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44510,2016,"2333568",1059,"Republic of South Sudan 2016","Agriculture","3431","GOAL","Project Priority","2"
44510,2016,"2333568",1059,"Republic of South Sudan 2016","Agriculture","3431","GOAL","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44511,2016,"570000",1059,"Republic of South Sudan 2016","Agriculture","1858","Nile Hope","Project Priority","1"
44511,2016,"570000",1059,"Republic of South Sudan 2016","Agriculture","1858","Nile Hope","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44536,2016,"1200000",1059,"Republic of South Sudan 2016","Agriculture","8581","Vétérinaires Sans Frontières - Suisse","Project Priority","1"
44536,2016,"1200000",1059,"Republic of South Sudan 2016","Agriculture","8581","Vétérinaires Sans Frontières - Suisse","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44590,2016,"800000",1059,"Republic of South Sudan 2016","Agriculture","541","For Afrika to Thrive","Project Priority","1"
44590,2016,"800000",1059,"Republic of South Sudan 2016","Agriculture","541","For Afrika to Thrive","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44541,2016,"2845000",1059,"Republic of South Sudan 2016","Early Recovery","2178","Norwegian Refugee Council","Project Priority","1"
44541,2016,"2845000",1059,"Republic of South Sudan 2016","Early Recovery","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44690,2016,"414000",1059,"Republic of South Sudan 2016","Nutrition","3269","World Relief","Project Priority","1"
44690,2016,"414000",1059,"Republic of South Sudan 2016","Nutrition","3269","World Relief","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44587,2016,"476262",1059,"Republic of South Sudan 2016","Early Recovery","3238","CARE International","Project Priority","2"
44587,2016,"476262",1059,"Republic of South Sudan 2016","Early Recovery","3238","CARE International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44717,2016,"3397760",1059,"Republic of South Sudan 2016","Nutrition","2849","Save the Children","Project Priority","2"
44717,2016,"3397760",1059,"Republic of South Sudan 2016","Nutrition","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44734,2016,"757881",1059,"Republic of South Sudan 2016","Nutrition","8605","International Medical Corps UK","Project Priority","2"
44734,2016,"757881",1059,"Republic of South Sudan 2016","Nutrition","8605","International Medical Corps UK","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44728,2016,"3592837",1059,"Republic of South Sudan 2016","Nutrition","1504","Concern Worldwide","Project Priority","1"
44728,2016,"3592837",1059,"Republic of South Sudan 2016","Nutrition","1504","Concern Worldwide","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44741,2016,"13493227",1059,"Republic of South Sudan 2016","Nutrition","2915","United Nations Children's Fund","Project Priority","1"
44741,2016,"13493227",1059,"Republic of South Sudan 2016","Nutrition","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44748,2016,"350000",1059,"Republic of South Sudan 2016","Nutrition","2642","Comitato di Coordinamento delle Organizzazione per il Servizio Volontario","Project Priority","2"
44748,2016,"350000",1059,"Republic of South Sudan 2016","Nutrition","2642","Comitato di Coordinamento delle Organizzazione per il Servizio Volontario","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44565,2016,"1000000",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","8619","World Vision South Sudan","Project Priority","1"
44565,2016,"1000000",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","8619","World Vision South Sudan","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44530,2016,"250000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","6087","Universal Network for Knowledge and Empowerment Agency","Project Priority","3"
44530,2016,"250000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","6087","Universal Network for Knowledge and Empowerment Agency","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44515,2016,"381455",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","1077","South Sudan Development Agency","Project Priority","4"
44515,2016,"381455",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","1077","South Sudan Development Agency","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44540,2016,"2143246",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","1504","Concern Worldwide","Project Priority","1"
44540,2016,"2143246",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","1504","Concern Worldwide","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44549,2016,"487460",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","5910","Rural Water and Sanitation Support Agency","Project Priority","2"
44549,2016,"487460",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","5910","Rural Water and Sanitation Support Agency","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44553,2016,"1000000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","1858","Nile Hope","Project Priority","2"
44553,2016,"1000000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","1858","Nile Hope","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44555,2016,"4953600",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","8619","World Vision South Sudan","Project Priority","2"
44555,2016,"4953600",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","8619","World Vision South Sudan","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44561,2016,"5500000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Project Priority","1"
44561,2016,"5500000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44577,2016,"17200000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","1"
44577,2016,"17200000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44589,2016,"100000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","910","Support for Peace and Education Development Program","Project Priority","4"
44589,2016,"100000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","910","Support for Peace and Education Development Program","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44592,2016,"1003861",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","4405","Relief International","Project Priority","3"
44592,2016,"1003861",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","4405","Relief International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44625,2016,"300000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","6041","Universal Intervention and Development Organization","Project Priority","1"
44625,2016,"300000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","6041","Universal Intervention and Development Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44621,2016,"440000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","5086","The Health Support Organization","Project Priority","1"
44621,2016,"440000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","5086","The Health Support Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44631,2016,"1999393",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","3431","GOAL","Project Priority","2"
44631,2016,"1999393",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","3431","GOAL","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44654,2016,"2059180",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","8569","Action Against Hunger - USA","Project Priority","2"
44654,2016,"2059180",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","8569","Action Against Hunger - USA","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
45689,2016,"0",502,"Honduras 2016","Food Security","3049","World Food Programme","Project Priority","Low"
45689,2016,"0",502,"Honduras 2016","Food Security","3049","World Food Programme","Gender Marker","0-No signs that gender issues were considered in project design"
44768,2016,"1414400",501,"Somalia 2016","Health","4398","World Health Organization","Project Priority","A - High"
44768,2016,"1414400",501,"Somalia 2016","Health","4398","World Health Organization","Custom Location","Multi Zone"
44768,2016,"1414400",501,"Somalia 2016","Health","4398","World Health Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44934,2016,"5846820",501,"Somalia 2016","Health","4293","United Nations Population Fund","Project Priority","A - High"
44934,2016,"5846820",501,"Somalia 2016","Health","4293","United Nations Population Fund","Custom Location","Multi Zone"
44934,2016,"5846820",501,"Somalia 2016","Health","4293","United Nations Population Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46362,2016,"0",417,"Democratic Republic of the Congo 2016","Multi-sector","3252","Fida International","No field questions","No field answers"
45314,2016,"909179",500,"Iraq 2016","Emergency Shelter and NFI","1850","World Vision International","Subset Of Plan","C. Full Cluster Response"
45314,2016,"909179",500,"Iraq 2016","Emergency Shelter and NFI","1850","World Vision International","Project Priority","Medium"
45314,2016,"909179",500,"Iraq 2016","Emergency Shelter and NFI","1850","World Vision International","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
45228,2016,"3503432",500,"Iraq 2016","Protection","2849","Save the Children","Project Priority","High"
45228,2016,"3503432",500,"Iraq 2016","Protection","2849","Save the Children","Subset Of Plan","B. Second-Line Response"
45228,2016,"3503432",500,"Iraq 2016","Protection","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44859,2016,"1200282",501,"Somalia 2016","Protection","2849","Save the Children","Project Priority","A - High"
44859,2016,"1200282",501,"Somalia 2016","Protection","2849","Save the Children","Custom Location","Multi Zone"
44859,2016,"1200282",501,"Somalia 2016","Protection","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
48801,2016,"0",422,"Mosul Flash Appeal 2016","Water Sanitation Hygiene","4534","Help - Hilfe zur Selbsthilfe e.V.","No field questions","No field answers"
46332,2016,"0",417,"Democratic Republic of the Congo 2016","Health","4528","MEDAIR","No field questions","No field answers"
43273,2016,"3240000",1097,"Niger 2016","Health","2849","Save the Children","Custom Location","Multiple locations"
43273,2016,"3240000",1097,"Niger 2016","Health","2849","Save the Children","Project Priority","High"
43273,2016,"3240000",1097,"Niger 2016","Health","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43255,2016,"419380",1097,"Niger 2016","Health","2849","Save the Children","Custom Location","Diffa"
43255,2016,"419380",1097,"Niger 2016","Health","2849","Save the Children","Project Priority","High"
43255,2016,"419380",1097,"Niger 2016","Health","2849","Save the Children","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43803,2016,"2492000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","8500","ACT Alliance / Finn Church Aid","Custom Location","Jordan"
43803,2016,"2492000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","8500","ACT Alliance / Finn Church Aid","Gender Marker","3-Not specified"
