id,text,predicted_class,predicted_confidence
204069,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon (2020 portion)  - WASH",Partial,0.07126727
204070,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon (2020 portion) - Protection",Partial,0.08037922
204071,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon (2020 portion) - Shelter",Partial,0.06773935
204073,"Multi-sector emergency and cash response for Nigerian refugees, IDPs, returnees and vulnerable host populations living in areas bordering Nigeria, Far North Cameroon (2020 portion)",Partial,0.10394148
217900,"Provision of sustainable integrated and COVID-19 Preparedness and Response emergency shelter and lifesaving non-food items to 16,667 newly displaced, protracted IDPs, and host communities through both Cash-Based & In-Kind modality in Yirol East County of Lakes state",Full,0.7959962
204103,"Provision of relief assistance to the affected populations in Northeast Syria. The objective of this intervention will be address the immediate needs of vulnerable households while improving live condition in and out the camp. The activities include multi-cash assistance to 500 vulnerable households , distribution of 500 tents , conducting maintenance and upgrade works in camp/informal settlements and emergency repair on 250 private shelter units damaged by the conflict.",Full,0.79581285
217979,"Providing food and nutritional assistance, icluding cash transfers and voucher activities, malnutrition prevention and screening, and disaster risk reduction",Partial,0.017647216
218078,Emergency Cash Assistance (ECA) for vulnerable population affected by the explosion in Beirut,Full,0.9920929
218191,"The Kenya Cash Consortium led by ACTED in partnership with Oxfam and IMPACT is responding to the flooding crisis in Arid and Semi-Arid Land (ASAL) Counties of Kenya, including Tana River and Garissa, to mitigate the impact of the shocks including the loss of livelihoods and property, the deterioration of food security and address wider needs which have arisen as a result of the crisis. ECHO/DRF/BUD/2019/91039",Full,0.5062364
218290,"Emergency  multipurpose cash and small ruminate assistance to flash flood displaced communities in Aysiata Woreda, Afar Regional State, Ethiopia.Multipurpose cash to cover food gaps of the displaced communities until they relocate to their origin places. Livestock, small ruminates like goats.",Partial,0.08792925
218332,"Alleviating the impact of the COVID-19 crisis on vulnerable older persons, persons with disabilities, persons with serious medical conditions, and other persons with specific needs from the refugee and host communities, including Syrians, Palestinians from Lebanon and Syria, migrants, other nationalities, and Lebanese, in Mount Lebanon, North Lebanon, South Lebanon, and Bekaa, through the provision of Protection and Health services, including Emergency Cash Assistance, Protection Cash Assistance, and the financial contribution of patient share hospitalisation fees & Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",Partial,0.20786951
218333,"Alleviating the impact of the COVID-19 crisis on vulnerable older persons, persons with disabilities, persons with serious medical conditions, and other persons with specific needs from the refugee and host communities, including Syrians, Palestinians from Lebanon and Syria, migrants, other nationalities, and Lebanese, in Mount Lebanon, North Lebanon, South Lebanon, and Bekaa, through the provision of Protection and Health services, including Emergency Cash Assistance, Protection Cash Assistance, and the financial contribution of patient share hospitalisation fees & Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",Partial,0.20786951
218428,Strengthening the preparedness of vulnerable communities to climate shocks and natural disasters. Cash for work is budgeted under this initiative.,Full,0.9459148
218434,COVID-19 Multi-Purpose Cash Assistance (MPCA) emergency response,Full,0.98066986
218483,Provision of cash assistance and basic needs to Refugees and IDPs in Yemen,Full,0.9808178
218527,"Health, Water, Sanitation and Hygiene, Nutrition, Multipurpose Cash Assistance, Agriculture and Food Security (USAID/OFDA)",Partial,0.011203969
218604,"Capacity Building, Cash-Based Programming, Health, Protection, Livelihoods, Relief Commodities, Shelter and Settlements, WASH through Implementing Partners (State/PRM)",Partial,0.015003277
218605,"Cash-Based Programming, Education, Gender-Based Violence Prevention, Health, Protection, Livelihoods, Relief Commodities, Shelter and Settlements, WASH through Implementing Partners (State/PRM)",Partial,0.01802988
218610,"Emergency food assistance for 3,200 displaced, returnee and host vulnerable households affected by a shock through a cycle of in-kind distribution or through a cash transfer within voucher modality (USAID/FFP)",Full,0.96317345
218613,"Cash-Based Programming, Child Protection, Education, Gender-Based Violence Prevention, Health, Nutrition, WASH, Youth Programs (State/PRM)",Partial,0.026197638
218615,"Cash-Based Programming, Child Protection, Education, Gender-Based Violence Prevention, Health, Nutrition, WASH, Youth Programs (State/PRM)",Partial,0.026197638
218622,"Capacity Building, Cash-Based Programming, Education, Health, Livelihoods, Protection, Psychosocial Support, Relief Commodities, Shelter and Settlements (State/PRM)",Partial,0.014938818
218750,COVID Top up for 2020 for Support for the revival of agricultural production in the prefecture Ombella-Mpoko (COD 1013). Cash for work,Full,0.9618813
218761,COVID19 prevention & cash assistance,Partial,0.08026966
218768,Respond to overlapping socio-economic impacts of conflict and COVID. Winterzation Cash,Full,0.94004214
218769,Respond to overlapping socio-economic impacts of conflict and COVID. MPC Post COVID,Full,0.5360474
218772,"BURKINA FASO - Emergency food security and nutrition, WASH, and cash benefits to vulnerable populations affected by the humanitarian crisis in the Sahel (2020 portion)",Partial,0.1827523
218773,"MALI - Emergency food security and nutrition, WASH, and cash benefits to vulnerable populations affected by the humanitarian crisis in the Sahel (2020 portion)",Partial,0.18208642
218774,"NIGER - Emergency food security and nutrition, WASH, and cash benefits to vulnerable populations affected by the humanitarian crisis in the Sahel (2020 portion)",Partial,0.2655659
218989,"Provision of water, sanitation and hygiene measures, cash assistance for food security and distribution of livestock for vulnerable internally displaced persons and host communities in relation to the COVID-19 crisis",Partial,0.047938667
219023,"Strategic Outcoms (SO) 2: """"""""Vulnerable groups, including children, pregnant and  lactating women and malnourished......SO3: """"""""Food insecure women and men living in targeted areas of CAR have enhanced livelihoods to...SO 4: """"""""National and subnational institutions habe strengthened capacities to establisch an adequate social protection system and manage food security and nutrition policies and programmes by 2020"""""""" Multi year BMZ 2018 to  2020 (part of 2020 portion)",Full,0.6322343
219025,"Strategic Outcoms (SO) 2: """"""""Vulnerable groups, including children, pregnant and  lactating women and malnourished......SO3: """"""""Food insecure women and men living in targeted areas of CAR have enhanced livelihoods to...SO 4: """"""""National and subnational institutions habe strengthened capacities to establisch an adequate social protection system and manage food security and nutrition policies and programmes by 2020"""""""" Multi year BMZ 2018 to  2020 (part of 2020 portion)",Full,0.6322343
219111,Core Funding Support to the Cash Learning Partnership (CaLP)(QZA-20/0194),Full,0.9904027
219290,"Joint Program WFP and UNICEF: """"""""Expansion of social safety nets in the Covid-19 context"""""""" (Social Protection in the Sahel, SPS( - multiyear 2020 portion of EUR 27,000,000) 2020.1827.3",Full,0.5938923
219442,"Cash-Based Programming, Child Protection, Education, Gender-Based Violence Prevention, Health, Nutrition, WASH, Youth Programs (State/PRM)",Partial,0.026197638
219443,"Cash-Based Programming, Child Protection, Education, Gender-Based Violence Prevention, Health, Nutrition, WASH, Youth Programs (State/PRM)",Partial,0.026197638
219478,Coordinated Implementation of Multipurpose Cash Assistance to Support Somali Households Affected by Crisis (ECHO/-HF/BUD/2019/91009),Full,0.8028768
219630,Agriculture recovery and cash-based intervention to strengthen resilience and food security among most vulnerable households in Southern Syria,Partial,0.03959468
219639,"Combating Food Insecurity and Preserve the ability of the most vulnerable and affected peoples through Sustainable Livelihood Sources and Cash Distribution in District Jhal Magsi Tehsil Jhal Magsi UCs (Akbarabad, Kot Magsi, Safrani and Barija).",Partial,0.18033037
219641,Cash for Work Assistance to COVID-19 Affected Vulnerable Population in district Chaghi.,Full,0.98958
219687,"Livelihood support for vulnerable Syrian refugees in southeastern Turkey through case management, seasonal cash support and emergency shelter repair",Partial,0.067359135
219688,"Immediate humanitarian assistance to the most vulnerable Syrian refugees in Hatay province through case management, seasonal cash support and emergency shelter repair",Partial,0.076633796
219748,Strengthening social protection and economic relief systems for vulnerable and marginalized segments of the population as a response to COVID-19,Partial,0.2832545
220207,Cash transfers to economically-vulnerable (ECHO/SYR/BUD/2020/91037),Full,0.99166834
220275,Peru-Provision of cash transfer,Full,0.9833792
220543,Emergency food and cash assistance for flood-affected households in Sindh province (Pakistan) (ECHO/DRF/BUD/2020/91016),Partial,0.06478549
220812,Multipurpose Cash Assistance to vulnerable Venezuelan and Colombian households,Full,0.9929137
205436,"Water, Sanitation and Hygiene, Nutrition, Multipurpose Cash Assistance, Protection, Shelter and Settlements (USAID/OFDA)",Partial,0.013068804
220983,"Multipurpose cash assistance, food and NFI distribution",Partial,0.4257562
180074,"WASH, food security through cash transfers and safeguards in the state of Bieh; 2018: 712.500,00 € 2019: 2.250.000,00 € 2020: 1.312.500,00 €, Multiyear 2018-2020, total award Euro 4,275,000",Partial,0.077268936
221456,Emergency assistance to conflict affected populations in Eastern Ukraine (cash and in-kind assistance),Partial,0.1063143
221458,Emergency assistance to conflict affected populations in Eastern Ukraine (cash and in-kind assistance),Partial,0.1063143
221461,Emergency assistance to conflict affected populations in Eastern Ukraine (cash and in-kind assistance),Partial,0.1063143
221466,Emergency assistance to conflict affected populations in Eastern Ukraine (cash and in-kind assistance),Partial,0.1063143
221470,"Hygiene, Nutrition and Winterization as Cash as well as Psychosocial Support to Conflict-Affected People in need along the contact line, Eastern Ukraine",Partial,0.029553548
221499,"Water, Sanitation and Hygiene, Multipurpose Cash Assistance, Protection, Humanitarian Studies, Analysis, or Applications, Shelter and Settlements, Risk Management Policy and Practice (USAID/OFDA)",Partial,0.017595517
221500,"Water, Sanitation and Hygiene, Multipurpose Cash Assistance, Shelter and Settlements, Risk Management Policy and Practice (USAID/OFDA)",Partial,0.013007076
221514,"Provision of lifesaving cash assistance to households affected by Floods in Sindh, Pakistan",Full,0.990453
221526,"Hygiene, Nutrition and Winterization as Cash as well as Psychosocial Support to Conflict-Affected People in need along the contact line, Eastern Ukraine",Partial,0.029553548
221527,"Hygiene, Nutrition and Winterization as Cash as well as Psychosocial Support to Conflict-Affected People in need along the contact line, Eastern Ukraine",Partial,0.029553548
221528,"Hygiene, Nutrition and Winterization as Cash as well as Psychosocial Support to Conflict-Affected People in need along the contact line, Eastern Ukraine",Partial,0.029553548
221529,"Hygiene, Nutrition and Winterization as Cash as well as Psychosocial Support to Conflict-Affected People in need along the contact line, Eastern Ukraine",Partial,0.029553548
221530,"Hygiene, Nutrition and Winterization as Cash as well as Psychosocial Support to Conflict-Affected People in need along the contact line, Eastern Ukraine",Partial,0.029553548
221807,Cash window allocation from the Government of the Democratic Republic of Congo for the current Ebola virus disease outbreak,Full,0.9919492
221869,"Water, Sanitation and Hygiene, Multipurpose Cash Assistance, Shelter and Settlements, Humanitarian Coordination and Info Management (USAID/OFDA)",Partial,0.012166903
221877,"Health, Water, Sanitation and Hygiene, Nutrition, Multipurpose Cash Assistance, Protection, Shelter and Settlements, Humanitarian Coordination and Info Management (USAID/OFDA)",Partial,0.014098725
221917,"Support to humanitarian cash transfers for children with disabilities, WASH, and first line emergency response to the most vulnerable people in Syria (ECHO/SYR/BUD/2020/91041)",Partial,0.35555533
221921,Cash Assistance in Re-emerging Markets in Syria (CARMA) (part of ECHO/SYR/BUD/2019/91043),Full,0.9895573
221976,"Water, Sanitation and Hygiene, Nutrition, Multipurpose Cash Assistance, Agriculture and Food Security (USAID/OFDA)",Partial,0.011071685
222020,"Humanitarian assistance in food and nutrition (incl. cash), WASH, shelter and protection sectors for conflict affected IDPs in Kachin State, Myanmar (2020 portion)",Partial,0.050670296
222025,Basic medical care and cash assistance in Iraq (2020 portion),Partial,0.037253264
222121,"Multipurpose Cash Assistance, Shelter and Settlements, Humanitarian Coordination and Info Management (USAID/OFDA)",Partial,0.027700203
222124,"Multipurpose Cash Assistance, Protection (USAID/OFDA)",Full,0.98455435
222128,"Multipurpose Cash Assistance, Protection (USAID/OFDA)",Full,0.98455435
205896,"Integrated assistance package for the most vulnerable people  in the refugee camps and host communities 2020 - Food and Nutrition,Livelihood( Creating asset base as well cash for work, Skill development)",Partial,0.10604731
222177,"ASSISTANCE EN AME A TRAVERS DES MODALITÉS MIXTES : FOIRES, CASH ET DISTRIBUTIONS IN KIND EN FAVEUR DES POPULATIONS AFFECTÉES PAR LES CRISES EN ITURI DANS LES TERRITOIRES D'IRUMU, DJUGU ET MAHAGI",Full,0.5111379
205939,"Integrated response, offering lifesaving support to these displaced Myanmar national providing health & medical service, Food & Non-Food Items, Shelter & Construction, Nutrition, Psycho-Social Support, Gender Based Violence and recently added to Cash Assistance Program to families, and particularly to the most vulnerable individuals including women, children, and the elderly",Partial,0.04166395
206123,Appui à la prévention de la malnutrition des populations en insécurité alimentaire et nutritionnelle à travers l´approche cash plus et l’ancrage communautaire dans les régions du Gorgol et du Brakna (ECHO/-WF/BUD/2020/91001),Partial,0.4644092
222366,"World Vision NZ will deliver WASH, food, security and livelihood support for 950 households in Sanma province, as well as deliver an inter-agency community-level feasibility assessment of cash-transfer programming in partnership with World Vision Vanuatu, over a period of 12 months.",Partial,0.30660674
222402,Emergency initiative for the protection and the integrated social assistance of vulnerable groups among refugees and Jordanian hosting communities. The program aims at reducing the vulnerability and alleviate the suffering of people affected by the Syrian conflict and by the socioeconomic impact of COVID 19 pandemic.,Full,0.6599411
206148,"CCCM, Cash-Based Programming, Education, Health, Livelihoods, Mental Health, Protection, Relief Commodities, Shelter and Settlements, WASH (State/PRM) - Syria and TUrkey",Partial,0.021079825
222476,"Health, Water, Sanitation and Hygiene, Nutrition, Multipurpose Cash Assistance (USAID/OFDA)",Partial,0.01359622
222477,"Health, Water, Sanitation and Hygiene, Nutrition, Multipurpose Cash Assistance, Agriculture and Food Security (USAID/OFDA)",Partial,0.011203969
222492,"Logistics Support and Relief Commodities, Water, Sanitation and Hygiene, Multipurpose Cash Assistance, Protection, Shelter and Settlements (USAID/OFDA)",Partial,0.01363516
222495,"Health, Water, Sanitation and Hygiene, Nutrition, Multipurpose Cash Assistance, Protection, Agriculture and Food Security (USAID/OFDA)",Partial,0.012015159
222500,"Health, Water, Sanitation and Hygiene, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Agriculture and Food Security (USAID/OFDA)",Partial,0.013035181
222533,"Water, Sanitation and Hygiene, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Shelter and Settlements, Humanitarian Coordination and Info Management (USAID/OFDA)",Partial,0.012908827
222540,"Health, Water, Sanitation and Hygiene, Economic Recovery and Market Systems, Nutrition, Multipurpose Cash Assistance, Protection, Agriculture and Food Security (USAID/OFDA)",Partial,0.012262014
222625,"Provision of Healthcare and Protection support to the most vulnerable women at risks and/or head of households, older persons, persons with serious medical condition, disabilities or specific needs, from the refugee, host and other vulnerable communities, in BML (Beirut, Aley, Chouf districts) and the South Governorates (Saida, Jezzine, Nabatiyeh districts) and Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",Partial,0.1380045
222626,"Provision of Healthcare and Protection support to the most vulnerable women at risks and/or head of households, older persons, persons with serious medical condition, disabilities or specific needs, from the refugee, host and other vulnerable communities, in BML (Beirut, Aley, Chouf districts) and the South Governorates (Saida, Jezzine, Nabatiyeh districts) and Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",Partial,0.1380045
222643,Delivering cash assistance to refugees,Full,0.9908284
222736,"ERMS, Humanitarian Coordination and Information Management (HCIM), Multipurpose Cash Assistance (MPCA) (USAID/OFDA)",Partial,0.030799638
222820,"ASSISTANCE MULTISECTORIELLE IMMEDIATE EN AME ET SECAL À TRAVERS LE CASH OU COUPONS AUX DÉPLACÉS LES PLUS VULNÉRABLES DES ZONES DE SANTÉ DE NYUNZU, MOBA, KIYAMBI ET KABALO , TERRITOIRES DE NYUNZU, MOBA, MANONO ET KABALO DANS LA PROVINCE DU TANGANYIKA",Full,0.54004246
222821,"ASSISTANCE MULTISECTORIELLE IMMEDIATE EN AME ET SECAL À TRAVERS LE CASH OU COUPONS AUX DÉPLACÉS LES PLUS VULNÉRABLES DES ZONES DE SANTÉ DE NYUNZU, MOBA, KIYAMBI ET KABALO , TERRITOIRES DE NYUNZU, MOBA, MANONO ET KABALO DANS LA PROVINCE DU TANGANYIKA",Full,0.54004246
222878,COVID-19 Emergency Cash Transfers (C-ECT),Full,0.98828375
222879,COVID-19 Emergency Cash Transfers (C-ECT),Full,0.98828375
222891,"Economic Recovery and Market Systems, Multipurpose Cash Assistance, Protection (USAID/OFDA)",Partial,0.022088971
222894,"Cash Transfers for Food, Food Vouchers, Complementary Services (USAID/FFP)",Full,0.98721665
223099,"ECA/Regional	Worldwide: Water, Sanitation and Hygiene, Multipurpose Cash Assistance, Shelter and Settlements (USAID/OFDA)",Partial,0.039955415
223159,Cash assistance for essential needs,Full,0.99248236
223160,Cash assistance for essential needs,Full,0.99248236
223174,Social Protection,Full,0.90448403
223189,"WASH & cash assistance to host communities, displaced and returnees in Wau and Raja Counties, Western Bahr el Ghazal State.",Partial,0.028130583
223318,This project aims to support refugees to endure they are able to meet basic needs with a particular focus o some of the most vulnerable within the community. The project will provide multipurpose cash assistance to vulnerable households for 12 months.,Full,0.9001811
223321,The project aims at providing humanitarian assistance in the form of cash to ensure Palestinian refugees can meet their most basic needs. Programme planning and implementation will take into account the needs arising from the diffusion of COVID-19.,Full,0.87843406
223351,"-Mainstreaming gender equality and individual autonomy in UNRWA’s refugee registration system and service provision – 1.850.000 EUR-Addressing violence affecting, and involving, children in UNRWA installations and services – 850.000 EUR-Emergency cash assistance to vulnerable Palestine refugees in Syria – 2.300.000 EUR",Partial,0.08167659
223378,Expand food voucher assistance for Beirut Explosion (MERATH/LSESD),Full,0.9381329
223379,Expand food voucher assistance for Beirut Explosion (MERATH/LSESD),Full,0.9381329
223380,Expand food voucher assistance for Beirut Explosion (MERATH/LSESD),Full,0.9381329
223420,Cash Transfers SM200563,Full,0.9921794
223721,Winterization Cash Assistance for Vulnerable and At-Risk Families Affected by COVID-19,Full,0.9921633
223722,Enhancement of the protective environment of Syrian and Jordanian Boys and Girls through Legal Support and Cash Distribution,Full,0.7799348
206402,Preserve resilience of Palestine refugees from Syria in Jordan through the provision of winterization assistance (20-UF-RWA-002). Cash assistance for essential needs,Full,0.9558543
223755,"Rehabilitation,  Cash for Rent, Case Management. Beirut blast victims",Partial,0.4239069
223842,Support cash programming in response to rising food insecurity - including the risk of famine,Full,0.9910433
223844,Support cash programming in response to rising food insecurity - including the risk of famine,Full,0.9910433
223845,Support cash programming in response to rising food insecurity - including the risk of famine in northeast Nigeria,Full,0.99029666
223864,Cash transfer to the most vulnerable women in Quang Tri,Full,0.99275595
223894,réponse aux inondations à Ségou - volet alimentaire (transfert monétaire) et non alimentaires (kits de santé/hygiène et kit d'abris d'urgence provisoire),Partial,0.13723351
223931,"Storms response: Food Assistance, Multipurpose Cash Assistance, Shelter and Settlements, WASH (USAID/BHA)",Partial,0.056496426
223966,Cash transfer for food security and nutrition for children; Behavioral changes activities on child protection and nutrition for children event,Full,0.982948
223976,"In line with CIL’s Emergency Response Strategy we are engaging with two experienced local partners (Nusaned and Anera), to provide essential repairs and rehabilitation to the homes of the most vulnerable households directly affected by the Beirut Blast, subject to minor and medium damage. Linked to wider settlement and livelihood impacts: the shelter implementation modality involves engaging local youths (who are part of existing vocational training with Anera in carrying out the assessments repairs and rehabilitation under the supervision of engineers, through a cash for work modality directly managed by the partner. The key locations will be areas directly affected by the blast and surrounding smaller neighbourhoods.",Full,0.5046272
224187,"cash for work for the rehabilitation of housing units damaged by the blast, the provision of food parcels to families and psychological support for team and beneficiaries. The interventions, being labor-intensive, creates job opportunities for skilled and unskilled workers from affected communities",Full,0.65882736
224329,"Supporting the victims of the Beirut explosions through provision of food, hygine kit and cash assistance for shelter",Partial,0.14769182
224447,"Multi-Sectoral Support through Multi-Purpose Cash for Vulnerable Households in Nashabiyeh sub-district in Douma, rural Damascus",Full,0.9855692
224448,"Multi-Sectoral Support through Multi-Purpose Cash for Vulnerable Households in Nashabiyeh sub-district in Douma, rural Damascus",Full,0.9855692
224454,Protection from Sexual Exploitation and Abuse: Strengthening the Community Based Social Protection Systems of Most Vulnerable Syrian and Host Communities,Partial,0.25100946
224478,Facilitate livelihood recovery through the distribution cash/voucher-based assistance.,Full,0.9438951
224479,"Improve access to safe water, promote hygiene and sanitation, and facilitate livelihood recovery through the distribution cash/voucher-based assistance.",Partial,0.19339375
224483,Project will provide conditional cash grants to help people recover their livelihoods that are more climate-smart and resilient,Full,0.97882926
224484,"Increased access to basic needs, including multipurpose cash and the distribution of essential household items, leading to improved living conditions for affected women, men, girls and boys",Partial,0.38104683
224485,"Increased access to basic needs, including multipurpose cash and the distribution of essential household items, leading to improved living conditions for affected women, men, girls and boys",Partial,0.38104683
224512,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)",Partial,0.07242308
206482,"Strategic Outcoms (SO) 2: """"""""Vulnerable groups, including children, pregnant and  lactating women and malnourished......SO3: """"""""Food insecure women and men living in targeted areas of CAR have enhanced livelihoods to...SO 4: """"""""National and subnational institutions habe strengthened capacities to establisch an adequate social protection system and manage food security and nutrition policies and programmes by 2020"""""""" Multi year BMZ 2018 to  2020 (part of 2020 portion)",Full,0.6322343
224786,Emergency food assistance over cash assistance in Iraq (2020 portion),Full,0.94083774
224919,Mitigating the negative effects of Desert Locust on the food security of the rural population in Oromia through an e-voucher system.,Full,0.9769398
224960,"Cash-based Emergency Food Assistance and SGBV Rumbek. Multi year 2020/2021/2022. 2020 portion total amount CHF 250,000 (7F-10525.01)",Full,0.8297574
225042,"Secondment: a Cash Expert to the Cash Learning Partnership (CaLP) , Multi-year, 2020-2021. 2020 total amount CHF 20,000 (Z7H514500019)",Full,0.99076414
225048,"Secondment of a Social Protection Officer (CBT)"""""""", Multi-year, 2020-2021. 2020 total amount CHF 60,000 (Z7H514500032)",Full,0.9889993
225112,Project for supporting farmers affected by desert locusts infestation through provision of insecticides and cash assistance for livelihood recovery,Partial,0.45464873
225353,Cash-Based Emergency Food Assistance to shock-affected families in Waygal and Wama Districts of Nuristan,Full,0.98035264
225375,Cash Consortium of Yemen (part of ECHO/YEM/BUD/2020/91004),Full,0.9848496
225395,"Kenya/Drought: Water, Sanitation and Hygiene, Economic Recovery and Market Systems, Nutrition, Multipurpose Cash Assistance, Agriculture and Food Security (USAID/OFDA)",Partial,0.022106845
225440,Emergency Food Assistance through cash distribution in Hazrat-e-Sultan district of Samangan province.,Full,0.96282655
225441,Provision of emergency cash for food assistance in Samangan province,Full,0.99066925
225589,Cash For Assets. Brace-II,Full,0.98997
225633,"Project continuation of the Cash Monitoring, Evaluation, Accountability and Learning Organizational Network (CaMEALeON) in Lebanon (2020 portion)",Full,0.91204464
183707,"Humanitarian assistance in the areas of WASH and cash for work and unconditional cash transfers for Malian refugees and host communities; 2018: 25.460,54 € 2019: 681.098,95 € 2020: 508.440,51 € (2020 portion)",Partial,0.124704316
225993,"The overall purpose of this thematic component is to further strengthen all NRC country teams' ability to use gender-sensitive Cash and Voucher Assistance impact fully, and every time they are appropriate.  (QZA-20/0048-37)",Full,0.888955
226028,Social Protection.. SM190385,Full,0.7580262
226030,Social Protection. SM190388,Full,0.8539774
226032,social protection. SM190388,Full,0.8539774
226059,social protection. SC200471,Full,0.76701915
226350,Social Protection. SC190601,Full,0.81555057
226736,Multipurpose Cash (MPC),Full,0.9890211
226765,Multipurpose Cash (MPC),Full,0.9890211
226938,"WASH and cash assistance for vulnerable internally displaced people and host communities affected by conflict in Amran Governorate, Yemen",Partial,0.025737794
227049,Multi-purpose cash assistance for Venezuelans and vulnerable Colombians (leader of VenEsperanza consortium); Asistencia multiproposito de efectivo (MPCA) para venezolanos y colombianos vulnerables (lider de concorcio),Full,0.9690261
227101,"Vegetable Seeds, Tools and fishing gears in Ayod and Fangak, and Unconditional Cash assistance in Fangak",Partial,0.03764913
227104,"Provision of Unconditional Cash in Nasir of Upper Nile State, and  Ayod and Fangak Counties of Jonglei State",Full,0.9621188
227395,"Emergency CRI and Cash for Rental Housing for conflict affected people in Nejo, Mana Sibu and Boji Dirmeji woredas of West Wollega zone, Oromia Region",Full,0.5268801
227584,The programme foresees cash assistance for Lebanese and refugees vulnerable households.,Full,0.97676927
227585,The programme foresees cash assistance for Lebanese and refugees vulnerable households.,Full,0.97676927
227647,Live saving Food and Cash assistance for vulnerable groups affected by the Beirut Explosion,Partial,0.065454654
227731,Raise awareness and hygiene kits for Covid 19 and a single cash transfer to HH,Full,0.50567037
227735,Cash transfer to include WASH and basic survival kits,Full,0.9898455
228312,"Lifesaving intervention for multiple shock affected population at risk of hunger and malnutrition through cash for food distribution in Ghor Province, Afghanistan",Full,0.977096
229044,Kuwait Red Crescent - Provides cash assistance to 125 benefiting affected people by earthquake- Albania,Full,0.9642167
229081,Kuwait Red Crescent - Provides cash assistance to 32 affected families by the devastating Beirut blast-  Lebanon,Full,0.948633
229085,Kuwait Red Crescent - Provides cash assistance to affected (15) families by the devastating Beirut blast-  Lebanon,Full,0.94360703
229151,"Vulnerable populations impacted by the Beirut explosion are able to meet their basic needs, access safe services and face reduced risks in their homes and communities through MPC, emergency cash to reduce protection risks, establishment of safe spaces for delivery of GBV and child protection services, GBV management, psychosocial support for children.",Partial,0.0937938
229153,Provide emergency cash assistance and COVID-19 awareness to the flood affected communities in district Dadu and Jhal Magsi fulfilling their food and urgent basic needs.,Partial,0.16860045
229158,"Conditional Cash for Rent assistance and legal services to vulnerable households that are under threat of eviction due to continued inability to pay rent, as well as one-off unconditional cash distribution to vulnerable households, who have gone through a shock given the severe deteriorating financial crisis.",Full,0.97161466
229159,"Respond to the immediate basic needs of populations affected by floods in Kismayo district. Interventions will include multi-purpose cash assistance, provision of emergency shelter kits through cash, construction of communal latrines, and hygiene awareness campaigns.",Partial,0.051539186
229162,The project aims to bring down the Covid-19 mortality rates in areas of N'Djamena affected by the nutrition crisis The following results are expected to be achieved:1) Communities' capacity to prevent the further spread of Covid-19 and to improve their nutritional practices are reinforced through a community engagement approach. 2) The risk of protection incidents and other forms of violence is reduced and communities adopt appropriate mitigation measures during the pandemic. 3) Increased access to food and hygien NFIs for households affected by Covid-19 and exposed to malnutrition risks through cash transfers.,Partial,0.45088395
229339,"Integrated Protection and Multipurpose Cash Assistance for children and their families affected by typhoon Goni in Catanduanes, Bicol Region",Partial,0.2321957
231048,"The Programme aims at responding to the urgent needs in the Yobe State in the North East of Nigeria, implementing livelihoods interventions to support IDPs, returnees and vulnerable host communities to improve production of drought-resistant crops using climate-smart agriculture techniques and tree planting. Beneficiaries participating in activities will receive conditional cash assistance sufficient to support the food needs of a five-person household. WFP will provide six months of cash support using mobile money or bank transfers conditioned on participation in these activities.",Full,0.5681442
232591,Cash benefits and disaster preparedness to empower the most vulnerable communities in South Sudan (2020 portion),Partial,0.12848942
232942,Multi-Purpose Cash Grant (MPCG) to Support Emergency Food Assistance for the worst cyclone affected vulnerable households,Full,0.9885417
232952,"Unconditional cash transfer programme programme for the protection of children with disabilities in Aleppo, Syria.",Full,0.99187684
232953,Addressing protection challenges of the most vulnerable refugees in Lebanon through the Protection Cash Assistance Programme (PCAP).,Full,0.970771
233077,(GAZA) Cash-Based Transfer (CBT) assistance in the form electronic food voucher in Gaza.,Full,0.96780217
233303,HIAS will implement a socio-economic support program to help at-risk families focus on the best ways to integrate while meeting survival-level needs through cash support,Full,0.9083608
233642,Promoting Employment and Social Protection under the Comprehensive Refugee Response Framework in Central America and Mexico (2020 portion of multiyear),Partial,0.3630301
233643,Promoting Employment and Social Protection under the Comprehensive Refugee Response Framework in Central America and Mexico (2020 portion of multiyear),Partial,0.3630301
234924,Early recovery grants and Home gardening and conditional cash grant for food.,Partial,0.41018152
235605,"USA	Emergency Food Security and Cash Assistance Project: To save lives and reduce food consumption gaps for vulnerable households, including crisis affected IDPs, returnees and host communities living in Bambari (Ouaka Prefecture)",Full,0.54085255
236285,Cash assistance for Palestinian refugees affected by the conflict in Syria (2020 portion),Full,0.9921543
