id,text
215418,"HH for Malian refugees, internally displaced persons and host communities in Tahoua, in the areas of CASH, WASH and food security and Covid-19 prevention activities. The 500.000 € Covid 19 Share is under the Project: AA-S09-321.50 NER 01/20 COV"
185808,"Provision of crop and vegetable seeds, tools, fishing kits, agriculture trainings, food processing, post harvest management, cash/voucher for assets (roads, dykes), construction of 1 school building, WASH (latrines, boreholes)."
216427,"Improve social protection and resilience amongst targeted refugee and vulnerable Jordanian populations. Multi year 2020-2021-2022, total amount CHF 1,616,851 (7F-10006.02)"
216548,"South Sudan, WVI: Building Resilience through Asset Creation and Enhancement (Brace) II cash transfer assistance in Aweil North, Gogrial. West and Magwi Country. Multi year 2020-2021-2022 , total amount CHF 1,600,000 (7F-10528.01.01)"
207520,Cash support to orphans and needy people in Tajikistan
218771,"Emergency food security and nutrition, WASH, and cash benefits to vulnerable populations affected by the humanitarian crisis in the Sahel"
219289,"Joint Program WFP and UNICEF: """"""""Expansion of social safety nets in the Covid-19 context"""""""" (Social Protection in the Sahel) - BMZ- (multiyear - 2020 portion of EUR 27,000,000)"
221914,"The project aims to cushion the economic consequences of the COVID-19 pandemic through cash transfer programs, strengthen the social safety net and improve the food security of (pregnant) women and small children under 2 years in the provinces of Kassala and Red Sea."
222019,"Humanitarian assistance in food and nutrition (incl. cash), WASH, shelter and protection sectors for conflict affected IDPs in Kachin State, Myanmar"
224511,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)"
224959,Cash-based Emergency Food Assistance and SGBV Rumbek. Multi year 2020/2021/2022 (7F-10525.01)
225040,"Secondment: a Cash Expert to the Cash Learning Partnership (CaLP) , Multi-year, 2020-2021, total amount CHF 220,000 (Z7H514500019)"
225047,"Secondment of a Social Protection Officer (CBT)"""""""", Multi-year, 2020-2021, total amount CHF 220,000 (Z7H514500032)"
225632,"Project continuation of the Cash Monitoring, Evaluation, Accountability and Learning Organizational Network (CaMEALeON) in Lebanon"
231114,Multipurpose Cash Assistance to vulnerable Venezuelan and Colombian households
232590,Cash benefits and disaster preparedness to empower the most vulnerable communities in South sudan
234923,Early recovery grants and Home gardening and conditional cash grant for food.
226609,"Senior Project Officer (Cash Based Interventions CBI) Secondment, Gaziantep Turkey. multi year 2020-2021. 2020 total amount CHF 183,333  (Z7H414400081)"
242445,"Food E-voucher Assistance Venezuelan Migrants in La Guajira and Arauca, Colombia"
208458,Strengthening the resilience of the displaced people in A'zaz via multi-purpose voucher
208492,Emergency Life-saving for the newly IDPs in the north Aleppo governorates by providing Multi-Purpose Cash Grants (MPGs)
208502,Food and Cash Emergency Response for IDPs in Northwest Syria
208504,"Improving Food Security, Food Safety, and Living Standards of Vulnerable Populations in Northwest Syria through food voucher support"
165463,Implementation of SDC/HA Operational Concept on Cash Transfer Programming (CTP) Portion of multiyear 2017-2020; total amount 600 000 CHF. (7F-07880.05)
191797,"Humanitarian assistance in the fields of nutritition (with Cash-measures), water and sanitation, and shelter for IDPs in Nordshan and Kachin/Myanmar (2020 portion)"
191907,"Immediate humanitarian assistance to the most vulnerable Syrian refugees in Hatay province through case management, seasonal cash support and emergency shelter repair. (2020 portion)"
191947,"Emergency humanitarian assistance through the distribution of cash and the diversification of livelihoods for displaced persons, returnees and host communities in the Upper Nile region"
192049,"Cross-border emergency food, shelter, health and protection through cash assistance for Venezuelan refugees and migrants. 2018: 204.889 €    2019: 759.464 €    2020: 800.000 € (2020 portion) (part of AA-S09-51 321.50 VEN 05/18)"
209102,Social protection
192725,"Emergency assistance (including cash transfers) for agro-pastoral guesthouses, refugees, internally displaced persons and returnees in the communes of Ayorou, Banibangou and Tillabéri; 2018 (2020 portion)"
209157,Life-saving humanitarian assistance for refugees and vulnerable Jordanians in Jordan through community health and cash for health assistance
193034,"Hygiene, nutritional and winter assistance as cash as well as psychosocial support for conflict-affected needy along the line of contact, Eastern Ukraine. 2019: 962,089 €; 2020: 2,714,203 €; 2021: 1,257,996 € (2020 portion)"
193285,"Integrated community-based management of acute malnutrition, cash and WASH services in the Korahe zone of the Somali region. 2019: 900,000 €; 2020: 450,000 € (2020 portion)"
209283,Social protection
209784,Cash Based Support for Increased Food Security of South Sudanese Refugees and host communities in East Darfur (part of ECHO/-AF/BUD/2019/91018)
209895,"Activities NOT COVERED by HRP	- WFP Allcoation 2020 - Cash Contributions: Food security, Emergency food assistance (7F-03297.59)"
209953,"Strengthening National Institutions and Programmes in Early Warning and Early Actions using innovating technologies and approaches, including floods modeling, enhanced rapid Post Disaster Assessment, contingency planning and social protection schemes in Mozambique (ECHO/-SF/BUD/2020/91013)"
194717,"Securing the basic needs of vulnerable groups through cash assistance, primary care and psychosocial activities (2020 portion)"
194778,"Worldwide: Annual Contributions 2019-2020 to CaLP (Cash Learning Partnership): Protecion, access and security, Multi-year, 2019-2020, 2020 portion, total amount CHF 400,000 (7F-08835.04)"
194781,"Worldwide: Annual Contributions 2019-2020 to CashCap (Cash and Markets Standby Capacity Project): Protecion, access and security, Multi-year, 2019-2020,2020 portion, total amount CHF 300,000 (7F-10231.01)"
210058,"""""""""WFP Multi-Bi Allocation 2020-Cash Contributions: Food security, Emergency food assistance (7F-09777.42)"
210076,Secondment Scmt Cash Based Transfer Officer (Z7H214200054)
210088,"New money v4 against Bangladesh HRP
- New money v3
- New money v2
- Funding against Bangladesh HRP"
194828,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera"
194829,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and ManderaCorona share is recorded under AA- S09-321.50 SOM 06/19"
210176,"Global: Contribution 2020-2021 to UN Common Cash System (UNCSS) Field Support Team,  Multiyear 2020 -2021, 2020 portion, total amount CHF 200,000 (7F-10520.01)"
210194,"- New money against Bangladesh HRP v4
- New money against Bangladesh HRP v3
- New Money - OBGD20-SHL-162205-1 v2
- Private Donors Kuwait - OBGD20-SHL-162205-1"
210228,"Durable Solutions (State/PRM). 
Livelihoods/CfW (USD 8,993,212)
Infrastructure (USD 1,006,788)"
195167,Scaling up Forecast based Financing/Early Warning Early Action (FbF/EWEA) and Shock Responsive Social Protection (SRSP)  with innovative use of climate risk information for disaster resilience in ASEAN (part of ECHO/-XA/BUD/2019/91029)
195370,"1. Provide technical assistance, mobilize partnerships and resources to promote migrant, asylum seeker, refugee and host women’s economic empowerment, opportunities and rights.
2. Provide Portuguese classes; vocational trainings on finance/accounting, business/entrepreneurship development; job counselling and legal advice on work permits and job security and other activities to improve livelihoods and life skills to female-only groups of Venezuelan migrant, asylum seeker refugee women.
3. Provide multi-purpose, unconditional, unrestricted cash to Venezuelan migrant, asylum seeker refugee women to support recovery, resiliency, economic empowerment and relocation. Total amount: € 95,323 (2019: € 67,823; 2020: € 27,500)"
195546,Cash assistance for Palestinian refugees affected by the conflict in Syria
210651,"Unconditional food assistance through cash based transfers to 15,000 IDPs in the Far North region"
210729,Assistance aux victimes des inondations au Togo sur le financement de I’Emergency Cash Grant de OCHA
195704,"Integrated humanitarian aid - in tangible and cash - and disaster risk reduction for those affected by climate-related crises in the Awdal region, Covid-19 Share is recorded seperatly under S09-321.50 SOM 08/19-COV"
195730,"Improve access to food, water, sanitation, health care and nutrition by providing essential goods, services and cash support to vulnerable households of internally displaced people and host communities in Baidoa (2020 portion)"
210831,"Cash Transfers for Food, Complementary Services(USAID/FFP)"
210909,Multi-purpose cash assistance for Venezuelans and vulnerable Colombians (leader of VenEsperanza consortium); Asistencia multiproposito de efectivo (MPCA) para venezolanos y colombianos vulnerables (lider de concorcio)
210995,Syria Regional Crisis Response Emergency Appeal 2020 - Cash assistance for essential needs
211002,"Strengthening the Resilience of Palestine Refugees from Syria in Jordan (Phase III). Cash assistance for essential needs: $1,357,023; Protection: $119,840; Capacity and Management Support: $52,537; To be allocated: $8,295,928"
211004,"Strengthening the Resilience of Palestine Refugees from Syria in Lebanon (Phase III) - Cash assistance for essential needs: $2,832,964; Education in Emergencies: $1,786,971; Emergency Health: $261,065; To be allocated: $24,594,983"
211085,"Multisectoral humanitarian aid, including multipurpose cash transfer, for conflict victims in the DR Congo (2020 portion)"
211105,Cash Consortium of Yemen (part of ECHO/YEM/BUD/2020/91004)
196316,"""""""""Cash Barometer"""""""", evaluating the perceptions of beneficiaries of humanitarian aid programs to improve the quality of humanitarian assistance (2020 portion)"
211191,Cash distribution to vulnerable people in light of the COVID-19 emergency
211203,"Protection through stronger links to developing national systems and services through development and government partners; Advocating for the anchoring of the refugee response in government systems, development plans and multiyear strategies – paying particular attention to the needs of children and women; Promoting social cohesion and peaceful co-existence between refugees and host communities through the implementation of targeted self-reliance and resilience programmes and respect for the natural environment; Fostering economic self-reliance and durable solutions for refugees and host communities by expanding the use of cash assistance in the short term, reducing dependency on humanitarian aid."
211212,"Establish fair and effective national asylum procedures; Supporting economic inclusion of refugees and improving their livelihood opportunities, while reducing their dependency on humanitarian aid; Reduce statelessness by continue raising refugees’ awareness of birth registration in health centres; assist refugees in acquiring their children’s birth certificates - Renew refugee ID cards and family composition certificates; and organize workshops to build Government staff’s capacity to issue biometric cards to refugees; Increasing cash-based interventions from 14% in 2019 to 20% in 2020."
211221,"Integrated emergency response composed of WASH (rehabilitation of 10 water sources, installation of water solar systems and water pumps, distribution of hygiene kits for 5560 HHs) and FSL (cash for work for 1900 HHs, unconditional cash distribution to 190 HHs, technical support and agricultural inputs to 400 farmers)"
211222,"Islamic Relief will enhance the food security of 6,042 vulnerable Palestinians (1,060 households) in Gaza through Cash for Work for 260 households and food vouchers to 800 vulnerable households."
211223,"Multi-sectoral approach combining WASH (distribution of NFI and hygiene kits, rehabilitation of latrines, hygiene awareness sessions), EFSL (distribution of livelihood kits, cash for work, cash transfers), Health (provision of clinical health consultations and treatment, basic ante-natal and post-natal and preventive routine immunization), Nutrition (supplementary feeding, outpatient therapeutic programme, awareness raising on maternal, infant and young child nutrition) and Protection (mass gender equality and GBV awareness sessions, trainings on peace promotion and conflict reduction, engaging men as agents of change to battle SGBV)."
211319,"The intervention by Oxfam GB will provide support the migrant population from Venezuela, especially women and children, to have fair access to protection and humanitarian aid and to be able to exercise their rights, as they make their way across to Colombia. This will be done through risk identification, guidance on accessing rights and services, and provision of emergency cash assistance and transportation. Female ‘walkers’ and their companion will be able to access Protection Pathways where needed, sexual and reproductive rights and emergency psychological first aid. Moreover, this response will be spearheaded and coordinated by a local feminist organisation (Fundacíon Mujer y Futuro) which is an invaluable humanitarian actor in this border region."
211324,"The Cash Learning Partnership (CaLP) is a network based on learning, knowledge sharing, networking and coordination around the appropriate and timely use of cash transfer programming (CTP) in humanitarian response. As CaLP is not a legal body and is hosted by the Humanitarian Department of Oxfam House, the support to CaLP is included in the agreement between Oxfam GB and Sida."
211429,"The project will provide access to Education in Emergencies, specialized Child Protection services such as case management (including SGBV-related issues). Food Security and Nutrition-oriented activities will also be undertaken through, inter alia, food distribution and Cash for Work."
211433,"Adolescents in Emergencies-stödet uppgår till 1 MSEK för 2020 (beslutades 2018). Detta är ett policystärkande stöd som syftar till att stärka humanitär assistans till undomar (10-19 år). CASH capacity building-stödet uppgår till 1,5 MSEK (beslutades 2019). Det syftar till att stärka det humanitära samfundets kapacitet att svara upp mot ungdomars (10-19 år) behov genom kontantbaserat stöd. Alliance for Child Protection-stödet uppgår slutligen till till 1,5 MSEK (beslutades 2019). Stödet går till Plan inom ramen för organsiationens delordföranderoll i alliansen under 2020, samt för att främja användningen av de s.k. """"""""Minimum Standards for Child Protection in Humanitarian Action"""""""" inom det humanitära samfundet."
211440,"In Gaza, UNRWA will provide food assistance to one million Palestine refugees; create short-term employment opportunities for 21,000 vulnerable Palestine refugees; provide emergency health interventions for 4,500 Palestine refugees; support the learning environment of 282,000 UNRWA students; and deliver mental health and psychosocial support through UNRWA schools and health centres. In the West Bank, UNRWA will partner with WFP to deliver food parcels to 37,000 food-insecure individuals from Bedouin and herder communities and provide emergency cash assistance to 25,330 abject poor refugees inside and outside camps."
211441,"In Syria, UNRWA will provide in-kind food assistance to 135,000 Palestine refugees,emergency cash grants to 418,000 Palestine refugees, emergency NFIs to 30,000 Palestine refugees, microfinance loans to 11,500 Palestine refugees, provide health care to 438,000 Palestine refugees, primary education to 51,000 refugee children, repair and rehabilitate WASH systems in 10 refugee camps. In Lebanon, UNRWA will provide cash assistance to 27,700 Palestinian refugees from Syria, winterization assistance for 9,156 refugee families, improve access to livelihood and employment for 1,800 refugees, meet healthcare needs of 27,700 PRS and primary education to 4,812 PRS children. In Jordan, UNRWA will provide cash assistance to 16,500 PRS, winterization assistance for 4,400 PRS families, and primary education to 1,170 PRS and Syrian children."
211617,"Support to vulnerable populations affected by the armed conflict in Rakhine and Kayin states  through the provision of essential household items as in-kind assistance or cash where possible.  In addition, temporary shelters will be provided to support the response related to COVID-19, where temporary shelters will reduce overcrowding in displacement settings. As needed and where gaps arise, NRC will explore whether it is possible to install handwashing stations and distribute hygiene items to reduce the risk of transmission of COVID-19."
211618,"Cash for rent, increased access to safe water, health awareness."
211621,"The project will provide an integrated WASH and food security response to 2,040 families affected by avalanches and who were already at IPC level 4.  The project will enhance the food security situation through cash transfers and increase access to safe drinking water and sanitation through rehabilitation of water sources and construction of latrines equiped with hand-washing stations and lighting."
211643,"Immediate lifesaving humanitarian assistance to 8000 households through unconditional cash transfers, improved WASH and hygiene facilites (hygiene kits, water trucking, rehabilitation of latrines with handwashing facilities, hygiene promotion and behaviour change awareness raising)."
211644,Distribution of hygiene kits and multi-purpose cash assistance to 3435 affected families in the two most affected districts (Satkhira and Khulna).
211648,Delivery of NFI and / or cash/vouchers emergency assistance to 1900 newly displaced households to increaase access to food and basic items.
211652,Uganda Cash Consortium  UCC - Address the immediate basic needs and increase the resilience and protection environment through a people-centred approach and comprehensive basic needs approach for refugees in Uganda Refugee Settlements (part of ECHO/-AF/BUD/2020/91000)
211744,Assisting the most vulnerable acute food insecure people in Ghor province with cash for food assistance
211749,"Shelter repair and upgrade of most vulnerable returned IDPs through cash distribution in Uruzgan and Jawzjan Provinces, Afghanistan"
211750,"Shelter repair and upgrade of most vulnerable returned IDPs through cash distribution in Uruzgan and Jawzjan Provinces, Afghanistan"
211751,"Shelter repair and upgrade of most vulnerable returned IDPs through cash distribution in Uruzgan and Jawzjan Provinces, Afghanistan"
211853,Cash based transfers to vulnerable people
211929,"Emergency Cash Transfers for livelihood support in Awdal region, Somaliland"
211982,(WEST BANK) First Standard Allocation - SA 1- Nutrition Awareness & Cash Based transfer for Pregnant and lactating women and children under five years in H2 area
212021,"Cash, Service, Covid-19"
198837,"Comprehensive emergency response to conflict-affected populations in Eastern Ukraine	FSL, MPC, Shelter, WASH-NFIs, Protection"
198964,Strengthening the capacity of humanitarian actors to provide cash / vouchers in humanitarian assistance programs (2020 portion)
199263,Multi-purpose cash assistance for Venezuelans and vulnerable Colombians (leader of VenEsperanza consortium); Asistencia multiproposito de efectivo (MPCA) para venezolanos y colombianos vulnerables (lider de concorcio) (USAID/OFDA)
212408,"WFP Multi-B Allocation 2020 - Cash Contributions: Food security, Emergency food assistance
 (part of 7F-06817.62)"
212409,"Regional Dry Corridor: WFP Multi-B Allocation 2020 - Cash Contributions: Food security, Emergency food assistance (part of 7F-06817.62)"
212436,"Developing resilience of households and communities affected by conflict in northern, central and southern Syria (wheat Value chain and cash for work)"
212438,"Emergency Hygiene, RTEs, and Cash intervention to support the newly internally displaced people from northern Hama and southern Idleb."
199889,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Shelter and Settlements,Agriculture and Food Security (USAID/OFDA)"
212520,"Worldwide: """"""""ICRC Secondment of a Cash Transfers
Programme Officer"""""""":Protection, Multi-year, 2020-2021,2020 portion, total amount CHF140,000 (Z7H514500007)"
212578,Cash Based Transfer support to Social Welfare Beneficiaries affected by Tropical Cyclone (TC) Harold
212905,REVISED PROJECT- Food and Cash-based Assistance for Vulnerable Populations in Somalia
212947,"Non-food support to newly arrived Congolese refugees - multipurpose cash, WASH, shelter"
213014,"Haiti/COVID19 -Health,Water, Sanitation and Hygiene,Multipurpose Cash Assistance (USAID/OFDA)"
213040,REVISED PROJECT- Food and Cash-based Assistance for Vulnerable Populations in Somalia (UN Other Funds and Agencies (excl. CERF)
213041,REVISED PROJECT- Food and Cash-based Assistance for Vulnerable Populations in Somalia  (USAID/FFP)
213053,REVISED PROJECT- Food and Cash-based Assistance for Vulnerable Populations in Somalia  (USAID/FFP)
200611,"Secondment: """"""""Extension of ICRC Secondment of Cash Transfer Programme Officer"""""""" , Multiyear 2019-2020, 2020 portion, total amount CHF 120,000 (Z7H514500024)"
213188,"Securing the basic needs of vulnerable groups through cash assistance, primary care and psychosocial activiti"
213250,Life-saving humanitarian assistance for refugees and vulnerable Jordanians in Jordan through community health and cash for health assistance
213438,Scaling up Forecast based Financing/Early Warning Early Action (FbF/EWEA) and Shock Responsive Social Protection (SRSP)  with innovative use of climate risk information for disaster resilience in ASEAN (part of ECHO/-XA/BUD/2019/91029)
213507,The Kenya Cash Consortium response to the flooding crisis in Arid and Semi-Arid Land (ASAL) Counties of Kenya
213563,"Syria/COVID19- Water, Sanitation and Hygiene,Multipurpose Cash Assistance
 (USAID/OFDA)"
213603,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213604,o	Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213606,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213607,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213613,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213616,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213617,"Philippines/COVID19 -Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Shelter and Settlements  (USAID/OFDA)"
213618,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
213619,Global Covid-19 project (including cash transfers) in Asian and Latin American countries affected by the Corona pandemic with the goal to strengthen local WASH and health capacities to contribute to the containment of the spread of the Covid-19 pandemic and to address humanitarian needs of vulnerable groups.
201336,"Coordinated Implementation of Multipurpose Cash assistance to support Somali Households affected by crisis,"
213640,"Cross-border emergency food, shelter, health and protection through cash assistance for Venezuelan refugees and migrants"
213641,Global project (including Cash assistance) in countries affected by the Corona pandemic in Asia and Latin America
213720,"The Kenya Cash Consortium response to the desert locust crisis in Arid and Semi-Arid Land (ASAL) Counties of Kenya (ECHO/-HF/BUD/2020/91027).
The Kenya Cash Consortium led by ACTED in partnership with Concern Worldwide, Oxfam and IMPACT is responding to the desert locust crisis in the Arid and Semi-Arid Land (ASAL) Counties of Kenya, including in Turkana, Isiolo, Wajir, Samburu, Marsabit and Mandera, to save lives and protect livelihoods."
201562,"Secondment: a Cash Expert to the Cash Learning Partnership (CaLP) , Multi-year, 2019-2020, 2020 portion, total amount CHF 100,000 (Z7H514500019)"
214015,"Provision of sustainable integrated and COVID-19 Preparedness and Response emergency shelter and lifesaving non-food items to 16,667 newly displaced, protracted IDPs, and host communities through both Cash-Based & In-Kind modality in Yirol East County of Lakes state"
201572,"Secondment:a Social Protection Officer (Cash-Based Transfer CBT) , Multi-year, 2019-2020, 2020 portion,  total amount CHF 175,000 (Z7H514500032)"
201723,"Life-saving protection measures (advice and cash transfers) for internally displaced persons, returnees and vulnerable members of host communities (2020 portion)"
214098,Emergency Cash-for-Work
214113,Emergency assistance to conflict-affected communities in North West Syria to cover the core and essential NFI items and winter needs though Multipurpose Cash Assistance (MPCA)
214145,Delivery of NFI and /or cash/vouchers emergency assistance to 1900 newly displaced households to increase access to food and basic items - NFI
214146,Delivery of NFI and /or cash/vouchers emergency assistance to 1900 newly displaced households to increase access to food and basic items - Food
214217,Improvement of water supply and cash assistance to create housing for returnees in relation to the COVID-19 crisis
201897,"Winter assistance through cash and in-kind benefits for returnees, internally displaced persons and particularly vulnerable households in host communities (2020 portion)"
214268,"Capacity Building, Cash-Based Programming, Education, Emergency Food Assistance, Health, Protection, Livelihoods, Relief Commodities, Shelter and Settlements, WASH through Implementing Partners (State/PRM)"
214341,Facilitation de l’aide humanitaire par la réhabilitation d’une piste rurale à travers le transfert monétaire (argent contre travail) dans le district de Beloha
214388,Improve the food security status of assessed food insecure people by providing cash for food and response to winterization needs by providing cash for heating.
214389,Improve the food security status of assessed food insecure people by providing cash for food and response to winterization needs by providing cash for heating.
214396,Support and strengthen access to livelihoods by creating income-generating opportunities through CFW and participatory irrigation
214397,Support and strengthen access to livelihoods by creating income-generating opportunities through CFW and participatory irrigation
214431,Lifesaving emergency and winter support through Cash and GIK distribution for the newly displaced and returnees in NWS.
214515,Social Protection  (Global thematic/EMOPS)
214668,Uganda Cash Consortium  UCC - Address the immediate basic needs and increase the resilience and protection environment through a people-centred approach and comprehensive basic needs approach for refugees in Uganda Refugee Settlements (part of ECHO/-HF/BUD/2019/91012)
202286,"Rehabilitation of water systems, cash assistance for renovation and protection measures for conflict-affected persons"
214865,IDP's and host communities - prevention of the spread of COVID abd reduce covid-related vulnerabilities of displaced communities. Cash-based trasnfers during lean season.
214896,"(GAZA) WFP State of Palestine Country Strategic Plan (2018- 2022),  Multi-Purpose Cash Assistance and Electronic Food Voucher Assistance to vulnerable food insecure non-refugee populations in the Gaza Strip (ECHO/PSE/BUD/2020/91005)"
214898,Enhancing quality social protection services to at-risk refugees in Turkey through community-driven specialized interventions and strengthening local capacities (ECHO/TUR/BUD/2020/91002)
214968,Providing Multi-Purpose Cash Assistance to food insecure households in Somalia.
215012,"Multisectoral humanitarian assistance via cash and in kind in the sectors of food security, water, sanitation and hygiene and humanitarian protection in the form of legal assistance for people in need in the states of Táchira, Zulia and Bolívar"
215200,"Liberia/COVID19 - Water, Sanitation and Hygiene,Multipurpose Cash Assistance
 (USAID/OFDA)"
215224,"Peru/COVID19 -Health,Multipurpose Cash Assistance,Protection (USAID/OFDA)"
215227,"Sierra Leone/COVID19 -Water, Sanitation and Hygiene,Multipurpose Cash Assistance
 (USAID/OFDA)"
215231,"Syria/COVID19-Water, Sanitation and Hygiene,Multipurpose Cash Assistance (USAID/OFDA)"
215313,Social Protection
202643,"1,333 Conflict-affected persons receive legal support to obtain civil documentation and/or link with the Social Safety Nets (SSN) or other types of assistance"
202644,"1,333 Conflict-affected persons receive legal support to obtain civil documentation and/or link with the Social Safety Nets (SSN) or other types of assistance"
215341,"Covid-19-HH for Malian refugees, internally displaced persons and host communities in Tahoua, in the areas of CASH, WASH and food security and Covid-19 prevention activities"
215342,"Food aid and improved access to shelter, drinking water and sanitation through cash-transfer measures for internally displaced persons, returnees and host communities in the province of Herat in relation to the COVID-19 pandemic"
215377,Promoting Employment and Social Protection under the Comprehensive Refugee Response Framework in Central America and Mexico (2020 portion of multiyear)
215419,"HH for Malian refugees, internally displaced persons and host communities in Tahoua, in the areas of CASH, WASH and food security and Covid-19 prevention activities. The 500.000 € Covid 19 Share is under the Project: AA-S09-321.50 NER 01/20 COV (2020 portion)"
215516,"Multipurpose Cash Assistance,Shelter and Settlements,Risk Management Policy and Practice ( USAID/OFDA)"
215518,"Health,Water, Sanitation and Hygiene,Multipurpose 
 Cash Assistance,Protection,Agriculture and Food Security ( USAID/OFDA)"
215528,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Shelter and Settlements,Risk Management Policy and Practice( USAID/OFDA).
Shan - $480,000
Rakhine - $720,000"
215585,"Régions du Centre-Nord, de l'Est, du Nord, du Sahel et de la Boucle du MouhounVivres et/ou espèces monétaires; soutien nutritionnel à 20 700 femmes enceintes et allaitantes ayant un enfant de moins de deux ansTraitement de la malnutrition aiguë modérée de FEFA"
215586,Régions de Dori et DjiboFourniture d'une ration mensuelle par personne pour les déplacés internes (ou cash si possibilité d'acheter des aliments sur place) et une ration tous les 3 mois par famille pour les populations hôtes
202853,"Cash for Families in Bubq, Earthquake November 2019 through SDC/HA/EAA . Multiyear; 2019-2020, 2019 portion, total amount CHF 140,000 (7F-10412.02)"
215796,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Shelter and Settlements
 ( USAID/OFDA)"
215820,Assistance monétaire et soutien à la résilience aux communautés touchées par les inondations dans le sud du pays
215821,Assistance monétaire et soutien à la résilience aux communautés touchées par les inondations dans le sud du pays
215830,Assistance alimentaire d'urgence. Cash assistance for food to Palestine Refugees from Syria (PRS) residing in Jordan (continuation of PQ19S12)
215965,"The overall purpose of this thematic component is to further strengthen all NRC country teams' ability to use gender-sensitive Cash and Voucher Assistance impact fully, and every time they are appropriate.  (QZA-20/0048-37)"
202996,"CVA, market support agriculture inputs,"
216135,Mitigating the Impact of COVID-19 on the food security of urban households in low-income areas through emergency cash assistance (ECHO/-SF/EDF/2020/01001)
216136,Emergency cash assistance and improved livelihoods for refugees in Malawi (part of ECHO/-SF/EDF/2020/01004)
216137,Emergency cash assistance and improved livelihoods for refugees in Malawi (part of ECHO/-SF/EDF/2020/01004)
203035,"Improving access to health, nutrition, WASH, education, child protection and cash benefits for vulnerable children and their families in Somalia (program-based project funding), The Covid share is recorded separately AA-S09-321.50 SOM 01/20-COV"
203040,"Implementation of Grand Bargain Commitments in the field of Harmonization and Simplification of Donor Reporting Requirements as well as cash-based humanitarian assistance; 2017: 55.224,00 € 2018: 100.294,00 € 2019: 61.194,00 € (2020 portion)"
216207,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera"
216208,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera"
216213,Assistance alimentaire en cash ou en nature (assistance mensuelle inconditionnelle) Aliments complémentaires pour enfants de 6 à 23 mois Compléments ciblés pour enfants souffrant de malnutrition
216218,"Improving access to health, nutrition, WASH (Water, Sanitation, Hygiene), education, child protection and cash benefits for vulnerable children and their families in Somalia (program-based project funding)."
216224,Multi-purpose cash assistance for refugees and asylum-seekers in Egypt
216322,Covid-19-Integrated humanitarian aid - in tangible and cash - and disaster risk reduction for those affected by climate-related crises in the Awdal region
216428,"Improve social protection and resilience amongst targeted refugee and vulnerable Jordanian populations. Multi year 2020-2021-2022,  2020 portion, total amount CHF 700,000 (7F-10006.02)"
216491,Cash assistance for food to poor families in light of COVID19
216492,Unconditional cash transfers and cash-for-work programme for improved food security in light of COVID19
216549,"South Sudan, WVI: Building Resilience through Asset Creation and Enhancement (Brace) II cash transfer assistance in Aweil North, Gogrial. West and Magwi Country. Multi year 2020-2021-2022. 2020 portion, total amount CHF 580,000     (7F-10528.01.01)"
216791,"COVID-19: through Asset Creation and Enhancement (Brace) II cash transfer assistance in Aweil North, Gogrial. West and Magwi Country (7F-10528.01.02)"
216794,Cash for Covid-19 Pandemic Response in Jordan (C4C)
216799,Provision of Cash Assistance and Psychosocial Support in Response to COVID-19
